time,hour,dayofweek,month,East,North,West
2018-03-09 19:00:00,19,4,3,146338.55,111906.91666666667,181828.61500000002
2018-03-09 20:00:00,20,4,3,137898.97,106944.79666666666,172047.02
2018-03-09 21:00:00,21,4,3,131800.13999999998,100901.03666666667,164603.7875
2018-03-09 22:00:00,22,4,3,123965.23,94737.81,158477.925
2018-03-09 23:00:00,23,4,3,116465.5725,88654.11166666668,148054.14250000002
2018-03-10 00:00:00,0,5,3,111064.55500000001,86265.74166666667,138941.45
2018-03-10 01:00:00,1,5,3,108277.8875,84428.78333333333,133502.5125
2018-03-10 02:00:00,2,5,3,107207.375,83011.21,128634.10250000001
2018-03-10 03:00:00,3,5,3,107809.46249999998,82187.8,126240.44249999999
2018-03-10 04:00:00,4,5,3,109576.79000000002,82357.63,127626.45999999999
2018-03-10 05:00:00,5,5,3,113859.0475,83480.71333333333,132863.2625
2018-03-10 06:00:00,6,5,3,121663.37499999999,88641.345,138409.67
2018-03-10 07:00:00,7,5,3,129078.1725,94445.96333333333,147187.23249999998
2018-03-10 08:00:00,8,5,3,133863.16,99730.91999999998,156351.62
2018-03-10 09:00:00,9,5,3,135547.955,102915.81666666665,159055.995
2018-03-10 10:00:00,10,5,3,135660.36499999996,102985.82333333335,159525.42500000002
2018-03-10 11:00:00,11,5,3,133558.53500000003,101976.33833333333,159331.71999999997
2018-03-10 12:00:00,12,5,3,131021.4075,101263.82833333332,155450.83000000002
2018-03-10 13:00:00,13,5,3,127807.22249999999,100301.43666666665,150728.14250000002
2018-03-10 14:00:00,14,5,3,125902.7575,98938.55833333333,146890.415
2018-03-10 15:00:00,15,5,3,126085.60250000001,99133.00666666665,145465.9125
2018-03-10 16:00:00,16,5,3,130250.5825,101556.55166666665,147428.9325
2018-03-10 17:00:00,17,5,3,137692.3375,104843.06999999999,154241.525
2018-03-10 18:00:00,18,5,3,136685.5,105946.70666666668,162361.8425
2018-03-10 19:00:00,19,5,3,129350.00499999999,102981.70666666668,159324.71000000002
2018-03-10 20:00:00,20,5,3,122686.1125,99061.865,151953.3225
2018-03-10 21:00:00,21,5,3,117642.5275,94777.97666666667,147729.79
2018-03-10 22:00:00,22,5,3,110386.9075,93474.17,144276.7575
2018-03-10 23:00:00,23,5,3,104114.08999999998,85746.42833333333,136355.51
2018-03-11 00:00:00,0,6,3,99632.04250000001,83871.59999999999,129013.8475
2018-03-11 01:00:00,1,6,3,96673.31000000001,82268.21333333335,123855.51500000001
2018-03-11 02:00:00,2,6,3,95538.83000000003,81053.66833333333,118627.0475
2018-03-11 03:00:00,3,6,3,96291.7675,80018.98833333333,116284.34000000001
2018-03-11 04:00:00,4,6,3,96947.56749999999,79648.155,117396.505
2018-03-11 05:00:00,5,6,3,97733.43749999999,80271.76333333334,119740.895
2018-03-11 06:00:00,6,6,3,103138.76500000001,82744.03333333333,121049.67499999999
2018-03-11 07:00:00,7,6,3,110398.4075,87832.97166666665,127144.8075
2018-03-11 08:00:00,8,6,3,115956.46499999998,93390.60333333335,135870.63999999998
2018-03-11 09:00:00,9,6,3,119313.90499999998,97185.49833333334,141806.8425
2018-03-11 10:00:00,10,6,3,121378.09250000001,99242.29833333332,146144.765
