time,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SI,SK,BA,RS
25/04/2017 19:00,0.474,0.116,0.4171,0.027,0.0474,0.1182,0.1251,0.0448,0.3381,0.3606,0.1887,0.4198,0.0329,0.3561,0.7562,0.4597,0.2087,0.2886,0.1747,0.3843,0.1639,0.1857,0.2714,0.2165,0.1618,0.0569,0.259,0.2265,0.2456,0.6546,0.3511,0.1869,0.2304,0.3561,0.1639
25/04/2017 20:00,0.4361,0.1063,0.3615,0.0444,0.0634,0.1044,0.1112,0.0601,0.3273,0.3094,0.1935,0.396,0.0216,0.3652,0.661,0.4211,0.2201,0.3544,0.1566,0.4233,0.0979,0.1661,0.2473,0.2251,0.1398,0.0656,0.2355,0.2155,0.2274,0.6666,0.3056,0.1711,0.2983,0.3652,0.0979
25/04/2017 21:00,0.418,0.0975,0.3037,0.0816,0.0823,0.0929,0.1074,0.0791,0.319,0.2718,0.2033,0.3729,0.0159,0.395,0.635,0.3719,0.2423,0.3789,0.1422,0.4621,0.0699,0.1466,0.2151,0.2342,0.1168,0.0708,0.2183,0.2228,0.2182,0.642,0.2919,0.2042,0.283,0.395,0.0699
25/04/2017 22:00,0.3792,0.0922,0.2603,0.1415,0.0908,0.0834,0.1075,0.1037,0.3092,0.2598,0.2102,0.3457,0.0135,0.4221,0.6221,0.3257,0.2732,0.3762,0.1287,0.5032,0.0506,0.1205,0.2233,0.2286,0.0957,0.0723,0.1847,0.2275,0.2059,0.6027,0.2858,0.2448,0.2647,0.4221,0.0506
25/04/2017 23:00,0.327,0.0835,0.2252,0.1077,0.0905,0.0757,0.1049,0.1423,0.2999,0.2627,0.2084,0.3174,0.0112,0.4248,0.5917,0.299,0.2979,0.3929,0.1103,0.5467,0.0417,0.0939,0.1922,0.2174,0.0801,0.0698,0.1662,0.2201,0.1825,0.5733,0.2641,0.3086,0.1923,0.4248,0.0417
26/04/2017 00:00,0.2806,0.0753,0.194,0.0613,0.0902,0.0692,0.0991,0.1846,0.3036,0.2704,0.2118,0.3059,0.0091,0.4415,0.558,0.2693,0.3104,0.4062,0.0988,0.5765,0.0344,0.0715,0.1496,0.2033,0.0707,0.067,0.1542,0.2112,0.1679,0.5574,0.2593,0.2816,0.113,0.4415,0.0344
26/04/2017 01:00,0.2548,0.0712,0.1681,0.0437,0.0796,0.0629,0.0913,0.2214,0.3192,0.2996,0.2129,0.2989,0.0078,0.4432,0.5291,0.248,0.3171,0.4016,0.0996,0.5889,0.023,0.0557,0.1539,0.181,0.0658,0.0666,0.1462,0.2051,0.1629,0.5264,0.2529,0.26,0.0486,0.4432,0.023
26/04/2017 02:00,0.2366,0.0665,0.1505,0.0401,0.068,0.0531,0.0836,0.247,0.3313,0.3496,0.2085,0.2853,0.0071,0.4364,0.5023,0.2284,0.3246,0.3882,0.078,0.6054,0.0127,0.0479,0.1458,0.1618,0.0661,0.0657,0.1458,0.1968,0.1652,0.4934,0.2369,0.2327,0.0233,0.4364,0.0127
26/04/2017 03:00,0.2298,0.0566,0.1474,0.0371,0.0673,0.0417,0.0676,0.2533,0.3309,0.4483,0.1927,0.2733,0.007,0.4043,0.5005,0.2163,0.3171,0.4014,0.0539,0.6087,0.0067,0.045,0.1213,0.1484,0.0634,0.0646,0.1525,0.1791,0.1708,0.4682,0.2274,0.2372,0.0114,0.4043,0.0067
26/04/2017 04:00,0.2188,0.0509,0.113,0.0295,0.0733,0.0317,0.0519,0.2972,0.327,0.5117,0.1781,0.2608,0.0069,0.4024,0.4709,0.2042,0.2976,0.3923,0.0472,0.5778,0.005,0.0402,0.0999,0.1438,0.0577,0.0636,0.1469,0.1487,0.1766,0.3468,0.2165,0.2501,0.0077,0.4024,0.005
26/04/2017 05:00,0.1792,0.0475,0.0944,0.0224,0.0784,0.0133,0.0374,0.3626,0.3147,0.5941,0.152,0.2415,0.0048,0.4547,0.3898,0.1898,0.2472,0.4227,0.0367,0.6029,0.0003,0.0348,0.0563,0.1241,0.0431,0.0604,0.1309,0.1204,0.1858,0.2328,0.2275,0.2209,0.0077,0.4547,0.0003
26/04/2017 06:00,0.2175,0.0388,0.1262,0.016,0.0765,0.0096,0.0238,0.4238,0.3072,0.6863,0.1137,0.2068,0.0057,0.5126,0.5749,0.1515,0.2374,0.543,0.0185,0.6104,0.0046,0.0309,0.1121,0.0907,0.0332,0.0518,0.1243,0.1344,0.1869,0.2798,0.2816,0.264,0.0184,0.5126,0.0046
26/04/2017 07:00,0.3123,0.0494,0.1459,0.0182,0.0847,0.0115,0.0175,0.4665,0.3421,0.7451,0.1284,0.2322,0.0082,0.5342,0.694,0.1487,0.2522,0.5719,0.0134,0.5907,0.0122,0.0362,0.1612,0.0986,0.0325,0.0499,0.1339,0.14,0.2651,0.3283,0.3223,0.315,0.0664,0.5342,0.0122
26/04/2017 08:00,0.378,0.0607,0.1603,0.0213,0.0947,0.0101,0.0123,0.5103,0.3372,0.7933,0.1378,0.2265,0.0135,0.5622,0.7107,0.1932,0.279,0.5567,0.0105,0.5821,0.0211,0.0493,0.149,0.1048,0.039,0.0508,0.1606,0.1309,0.2502,0.3686,0.3444,0.3892,0.1287,0.5622,0.0211
26/04/2017 09:00,0.4189,0.0665,0.1645,0.0195,0.0902,0.0084,0.0097,0.534,0.312,0.8141,0.135,0.2009,0.0217,0.5787,0.708,0.2008,0.3079,0.5005,0.0092,0.567,0.0412,0.0613,0.1299,0.1219,0.0559,0.0407,0.188,0.1227,0.2039,0.4022,0.3511,0.4418,0.1617,0.5787,0.0412
26/04/2017 10:00,0.4336,0.0697,0.1554,0.0217,0.0713,0.0074,0.0076,0.5437,0.2962,0.8235,0.1314,0.1773,0.031,0.5886,0.6996,0.1859,0.3454,0.4435,0.0092,0.5245,0.0784,0.0659,0.1166,0.1491,0.0781,0.0295,0.204,0.113,0.1478,0.4195,0.3483,0.4547,0.1806,0.5886,0.0784
26/04/2017 11:00,0.4202,0.0745,0.1424,0.0288,0.0523,0.007,0.0062,0.5502,0.2978,0.8248,0.1359,0.16,0.0415,0.6089,0.693,0.1681,0.3805,0.4017,0.013,0.4678,0.1088,0.0647,0.1036,0.1807,0.0999,0.0229,0.2012,0.098,0.1152,0.4261,0.3443,0.4759,0.1961,0.6089,0.1088
26/04/2017 12:00,0.3806,0.0835,0.1321,0.031,0.0394,0.0068,0.0055,0.5783,0.314,0.8203,0.1471,0.1475,0.0524,0.6363,0.67,0.1563,0.4051,0.3504,0.019,0.3951,0.1364,0.0628,0.0895,0.2169,0.1195,0.0217,0.1823,0.0831,0.1122,0.4264,0.3311,0.4741,0.1783,0.6363,0.1364
26/04/2017 13:00,0.3504,0.0985,0.1305,0.035,0.036,0.0072,0.0058,0.6126,0.3448,0.8127,0.1621,0.14,0.0608,0.6511,0.6383,0.1509,0.4167,0.2961,0.0254,0.318,0.1605,0.0643,0.0725,0.2532,0.1366,0.0246,0.1605,0.0693,0.1297,0.4276,0.3153,0.4085,0.0922,0.6511,0.1605
26/04/2017 14:00,0.3064,0.1175,0.1402,0.0354,0.0387,0.0082,0.0068,0.6066,0.3823,0.7945,0.1827,0.1371,0.0645,0.648,0.5664,0.1534,0.4169,0.2418,0.0323,0.2532,0.1885,0.0677,0.0517,0.281,0.1422,0.0312,0.1392,0.058,0.1585,0.429,0.2911,0.3215,0.0199,0.648,0.1885
26/04/2017 15:00,0.2337,0.1333,0.161,0.0269,0.0475,0.009,0.0098,0.5697,0.4105,0.7785,0.1987,0.1407,0.0627,0.6275,0.4396,0.1603,0.3975,0.1817,0.0417,0.2039,0.23,0.0722,0.0289,0.3086,0.1413,0.0406,0.1208,0.0498,0.193,0.4239,0.2475,0.2657,0.0013,0.6275,0.23
26/04/2017 16:00,0.1612,0.1406,0.206,0.0281,0.0572,0.0095,0.0145,0.5248,0.427,0.7732,0.2075,0.1453,0.0707,0.5907,0.3636,0.1602,0.3317,0.1232,0.0581,0.1599,0.2686,0.0792,0.0182,0.3264,0.1232,0.0509,0.1087,0.0439,0.2271,0.478,0.211,0.2975,0.0,0.5907,0.2686
26/04/2017 17:00,0.1304,0.1272,0.2634,0.0398,0.0601,0.0121,0.0203,0.4677,0.4354,0.7674,0.1887,0.1404,0.0731,0.5668,0.3531,0.1477,0.2681,0.0983,0.0718,0.1284,0.3064,0.0847,0.0175,0.3011,0.1055,0.065,0.1075,0.0403,0.2571,0.5525,0.2115,0.2875,0.0,0.5668,0.3064
26/04/2017 18:00,0.1297,0.1392,0.2617,0.0545,0.0568,0.0188,0.0332,0.4451,0.4368,0.7569,0.1734,0.1351,0.0529,0.5634,0.3465,0.1211,0.2616,0.0906,0.0885,0.1423,0.2423,0.1017,0.0132,0.2957,0.1096,0.0754,0.1141,0.0367,0.3055,0.5606,0.2643,0.2723,0.0002,0.5634,0.2423
26/04/2017 19:00,0.1645,0.1747,0.2283,0.0581,0.0503,0.024,0.0502,0.4338,0.415,0.7409,0.1926,0.1566,0.0349,0.5367,0.3165,0.1267,0.2803,0.0822,0.1105,0.1644,0.1376,0.1206,0.0131,0.3105,0.1021,0.0775,0.1002,0.0437,0.3705,0.5393,0.2891,0.2771,0.0014,0.5367,0.1376
26/04/2017 20:00,0.2195,0.1913,0.1978,0.0444,0.048,0.0276,0.0719,0.4146,0.3856,0.7216,0.2003,0.1844,0.0218,0.5044,0.2353,0.1333,0.3039,0.0759,0.1218,0.1873,0.0736,0.1267,0.0134,0.2772,0.086,0.0739,0.0734,0.0523,0.4184,0.5238,0.2616,0.3011,0.0153,0.5044,0.0736
26/04/2017 21:00,0.2026,0.1921,0.1652,0.0336,0.0421,0.0304,0.0955,0.3814,0.3466,0.6909,0.208,0.2058,0.0124,0.5035,0.1901,0.1279,0.3361,0.0781,0.1378,0.2046,0.0428,0.1263,0.014,0.2287,0.0714,0.07,0.0511,0.0576,0.4987,0.4982,0.2302,0.2707,0.0283,0.5035,0.0428
26/04/2017 22:00,0.1686,0.1803,0.1369,0.0286,0.0372,0.0331,0.1164,0.3412,0.3097,0.6505,0.209,0.218,0.0087,0.504,0.1959,0.1218,0.3664,0.0824,0.1568,0.2181,0.0288,0.1205,0.0141,0.181,0.0566,0.0701,0.0544,0.0568,0.5312,0.4641,0.1998,0.251,0.0244,0.504,0.0288
26/04/2017 23:00,0.1339,0.1606,0.1142,0.0235,0.041,0.0317,0.136,0.3262,0.2827,0.5954,0.2033,0.231,0.0082,0.4804,0.1978,0.1192,0.3765,0.0784,0.1707,0.2163,0.0179,0.1135,0.0141,0.1406,0.048,0.075,0.0717,0.0595,0.5788,0.4357,0.1781,0.2307,0.0219,0.4804,0.0179
27/04/2017 00:00,0.1147,0.1342,0.0974,0.0219,0.0468,0.0304,0.1545,0.292,0.2619,0.561,0.1939,0.2426,0.0086,0.446,0.1797,0.1174,0.3819,0.0731,0.1721,0.2039,0.0123,0.1051,0.0156,0.1177,0.0449,0.0808,0.0965,0.0641,0.5926,0.4057,0.159,0.2558,0.0233,0.446,0.0123
27/04/2017 01:00,0.123,0.1057,0.0875,0.0283,0.049,0.0306,0.1612,0.2686,0.2445,0.519,0.1806,0.2578,0.0089,0.4361,0.1702,0.1176,0.3785,0.082,0.1626,0.195,0.009,0.0963,0.0176,0.106,0.0451,0.085,0.1123,0.0668,0.612,0.3683,0.139,0.2911,0.0367,0.4361,0.009
27/04/2017 02:00,0.1356,0.0824,0.0841,0.0322,0.0521,0.0314,0.1584,0.2494,0.238,0.4675,0.1649,0.2822,0.0085,0.444,0.1627,0.1159,0.362,0.1044,0.1505,0.2046,0.004,0.0879,0.0225,0.1054,0.0494,0.0846,0.1149,0.067,0.5982,0.3483,0.1265,0.3,0.0515,0.444,0.004
27/04/2017 03:00,0.1623,0.0632,0.092,0.0351,0.059,0.0329,0.1484,0.2224,0.2324,0.4224,0.1459,0.2977,0.0076,0.4414,0.1388,0.1169,0.3379,0.0956,0.1439,0.1989,0.001,0.0751,0.0245,0.1116,0.0487,0.0773,0.1152,0.0625,0.5961,0.3281,0.1112,0.2923,0.0616,0.4414,0.001
27/04/2017 04:00,0.1765,0.0468,0.0795,0.0391,0.0669,0.0337,0.1323,0.1997,0.2309,0.3927,0.1293,0.3061,0.0061,0.4257,0.1352,0.1233,0.3251,0.0777,0.1392,0.1768,0.0003,0.0601,0.0196,0.1049,0.0423,0.0671,0.112,0.048,0.5918,0.2477,0.0746,0.2548,0.065,0.4257,0.0003
27/04/2017 05:00,0.2061,0.0333,0.0567,0.043,0.0704,0.0204,0.1083,0.2133,0.2287,0.3905,0.1074,0.3039,0.003,0.3991,0.1216,0.1256,0.2818,0.0643,0.0954,0.179,0.0,0.0483,0.0045,0.0887,0.0352,0.0635,0.1132,0.0292,0.5855,0.143,0.0684,0.2314,0.0579,0.3991,0.0
27/04/2017 06:00,0.2545,0.0257,0.0876,0.0574,0.072,0.0135,0.1003,0.2278,0.2419,0.4053,0.092,0.3026,0.0026,0.4242,0.1453,0.1154,0.2305,0.0625,0.0657,0.1796,0.0,0.0399,0.0029,0.0948,0.0275,0.0615,0.1051,0.0267,0.5576,0.1781,0.0843,0.2185,0.068,0.4242,0.0
27/04/2017 07:00,0.2885,0.0315,0.121,0.0793,0.0854,0.02,0.1053,0.2511,0.3119,0.4133,0.1158,0.3458,0.0036,0.4262,0.1827,0.1165,0.3081,0.0842,0.0593,0.1818,0.0014,0.0472,0.0022,0.099,0.0245,0.0665,0.0878,0.0373,0.651,0.2445,0.0993,0.2095,0.0993,0.4262,0.0014
27/04/2017 08:00,0.2719,0.0378,0.1398,0.0923,0.0876,0.0262,0.1113,0.2809,0.3254,0.4148,0.1283,0.3938,0.0057,0.4096,0.1857,0.1789,0.3803,0.1028,0.0454,0.1903,0.007,0.0636,0.0024,0.1056,0.0232,0.0679,0.0732,0.0465,0.7059,0.2875,0.1069,0.1993,0.1219,0.4096,0.007
27/04/2017 09:00,0.2212,0.046,0.1402,0.0932,0.0748,0.0327,0.1311,0.2933,0.3179,0.4067,0.1263,0.4154,0.0104,0.3984,0.1751,0.2255,0.415,0.1143,0.0394,0.1933,0.016,0.0824,0.0036,0.1076,0.0239,0.0681,0.0625,0.0515,0.6922,0.3076,0.1049,0.1836,0.118,0.3984,0.016
27/04/2017 10:00,0.1657,0.0565,0.1302,0.0914,0.0568,0.0409,0.1621,0.28,0.3096,0.3883,0.1241,0.4157,0.0161,0.3508,0.1549,0.2523,0.4244,0.1182,0.0389,0.1835,0.028,0.1088,0.0063,0.0986,0.0305,0.0691,0.0606,0.0535,0.6467,0.3135,0.1027,0.2013,0.0991,0.3508,0.028
27/04/2017 11:00,0.1259,0.0696,0.1217,0.0902,0.043,0.0508,0.1992,0.2567,0.3016,0.3661,0.1284,0.4192,0.0238,0.3076,0.145,0.2784,0.4191,0.1145,0.0421,0.167,0.0427,0.1441,0.0105,0.081,0.0425,0.0661,0.068,0.0532,0.5809,0.3208,0.1034,0.2529,0.0797,0.3076,0.0427
27/04/2017 12:00,0.0957,0.0809,0.1192,0.0945,0.0352,0.061,0.2351,0.2243,0.2951,0.34,0.1384,0.4215,0.0302,0.3298,0.1315,0.3045,0.4183,0.1087,0.0496,0.1466,0.0586,0.1817,0.0147,0.0638,0.0558,0.0587,0.0813,0.0451,0.5212,0.3262,0.1056,0.2497,0.0701,0.3298,0.0586
27/04/2017 13:00,0.0723,0.0876,0.1164,0.1056,0.0329,0.0688,0.2629,0.1821,0.2951,0.313,0.1527,0.4194,0.0369,0.3714,0.1057,0.3216,0.4057,0.1008,0.0636,0.1239,0.0818,0.2154,0.0173,0.0505,0.0677,0.0485,0.0999,0.0369,0.4826,0.3262,0.1041,0.2016,0.0665,0.3714,0.0818
27/04/2017 14:00,0.0618,0.0893,0.1223,0.1216,0.0385,0.072,0.2667,0.1359,0.3013,0.2793,0.1678,0.4094,0.0414,0.3821,0.0772,0.3235,0.3831,0.0879,0.0801,0.105,0.1207,0.2382,0.0173,0.0425,0.0753,0.0369,0.1224,0.0315,0.4693,0.3318,0.0939,0.19,0.0688,0.3821,0.1207
27/04/2017 15:00,0.0709,0.089,0.1447,0.1317,0.0462,0.0714,0.2352,0.0922,0.3119,0.2342,0.1854,0.3896,0.0416,0.3594,0.0675,0.3095,0.3586,0.079,0.0928,0.0976,0.1816,0.2484,0.0163,0.0548,0.0809,0.0298,0.1425,0.024,0.4724,0.3319,0.0719,0.1608,0.0745,0.3594,0.1816
27/04/2017 16:00,0.1195,0.0861,0.1944,0.1271,0.0468,0.0653,0.1844,0.0639,0.3248,0.2049,0.1976,0.3496,0.0508,0.3847,0.0785,0.2846,0.3302,0.0669,0.1036,0.0858,0.2402,0.2413,0.015,0.072,0.0858,0.0298,0.1525,0.0155,0.4876,0.3977,0.051,0.1899,0.0889,0.3847,0.2402
27/04/2017 17:00,0.1759,0.077,0.2448,0.1129,0.0488,0.0547,0.1471,0.0626,0.3347,0.2269,0.1839,0.2878,0.0474,0.4792,0.0873,0.2419,0.3046,0.0655,0.1097,0.0734,0.2822,0.2151,0.0292,0.0823,0.0985,0.0317,0.1608,0.0118,0.4856,0.4771,0.053,0.2922,0.1244,0.4792,0.2822
27/04/2017 18:00,0.1567,0.0782,0.2248,0.0922,0.0612,0.0547,0.1396,0.0733,0.3366,0.271,0.1879,0.2392,0.0311,0.5467,0.0747,0.1927,0.2758,0.0551,0.1428,0.0699,0.2384,0.1929,0.067,0.0987,0.1311,0.0312,0.1857,0.0145,0.4951,0.4758,0.0884,0.3535,0.1565,0.5467,0.2384
27/04/2017 19:00,0.1436,0.0814,0.1859,0.0889,0.0704,0.0617,0.1448,0.0819,0.3479,0.2764,0.2115,0.2321,0.0215,0.56,0.0798,0.1914,0.2628,0.0404,0.167,0.0662,0.1435,0.1879,0.105,0.1078,0.1485,0.0277,0.2094,0.0245,0.6197,0.4557,0.1258,0.3379,0.108,0.56,0.1435
27/04/2017 20:00,0.1796,0.0809,0.1483,0.0949,0.0774,0.0686,0.1475,0.0817,0.3582,0.2571,0.2214,0.2242,0.0195,0.5189,0.0921,0.195,0.271,0.0252,0.1652,0.0646,0.0744,0.185,0.1336,0.0994,0.1434,0.0235,0.2142,0.0433,0.6611,0.4414,0.1307,0.3171,0.0699,0.5189,0.0744
27/04/2017 21:00,0.1803,0.082,0.1178,0.106,0.0903,0.0742,0.1461,0.0771,0.36,0.2442,0.2176,0.2109,0.0191,0.4713,0.0922,0.1831,0.3188,0.0149,0.15,0.0633,0.0395,0.1742,0.1495,0.0837,0.1353,0.0202,0.2173,0.0586,0.6371,0.4385,0.1419,0.2769,0.0804,0.4713,0.0395
27/04/2017 22:00,0.1382,0.0888,0.0936,0.129,0.113,0.0737,0.1411,0.0696,0.3686,0.219,0.2072,0.1882,0.0191,0.4822,0.0708,0.159,0.3772,0.0116,0.1245,0.0692,0.0242,0.1596,0.1574,0.0741,0.1296,0.0181,0.2264,0.0661,0.6397,0.4331,0.1443,0.2517,0.0673,0.4822,0.0242
27/04/2017 23:00,0.1102,0.0991,0.076,0.1662,0.1204,0.0714,0.1355,0.0588,0.3711,0.2021,0.1959,0.1651,0.0178,0.5192,0.0518,0.1262,0.3363,0.0091,0.0974,0.0722,0.0145,0.1457,0.1351,0.0724,0.1257,0.0176,0.2252,0.0696,0.6424,0.42,0.1373,0.2162,0.0282,0.5192,0.0145
28/04/2017 00:00,0.0925,0.1097,0.063,0.1843,0.1228,0.0706,0.1294,0.0472,0.3656,0.1993,0.185,0.1414,0.0157,0.5099,0.0731,0.095,0.2755,0.009,0.0804,0.0564,0.018,0.128,0.1125,0.0799,0.1263,0.0202,0.2174,0.0729,0.6424,0.3887,0.1336,0.149,0.004,0.5099,0.018
28/04/2017 01:00,0.107,0.1143,0.0524,0.1859,0.1212,0.0735,0.1243,0.0349,0.3646,0.1835,0.1734,0.1192,0.0145,0.5137,0.1048,0.0715,0.3067,0.0189,0.0723,0.0304,0.0202,0.1059,0.0946,0.0913,0.1326,0.0266,0.2327,0.0772,0.6478,0.3588,0.1295,0.1017,0.0,0.5137,0.0202
28/04/2017 02:00,0.1301,0.1161,0.0447,0.2009,0.1227,0.0749,0.1169,0.0214,0.364,0.1664,0.1594,0.1017,0.0133,0.5096,0.1227,0.057,0.3593,0.0396,0.0713,0.0193,0.0125,0.088,0.086,0.1087,0.1381,0.0353,0.2567,0.08,0.6551,0.3547,0.1346,0.0726,0.0,0.5096,0.0125
28/04/2017 03:00,0.1517,0.1185,0.0477,0.2168,0.1267,0.0703,0.1043,0.0104,0.3559,0.1389,0.1433,0.0889,0.0111,0.5557,0.1363,0.0454,0.3842,0.0647,0.0695,0.0173,0.005,0.0776,0.0865,0.1444,0.1424,0.0442,0.2509,0.0798,0.6418,0.3578,0.1376,0.0852,0.0057,0.5557,0.005
28/04/2017 04:00,0.1862,0.1225,0.0443,0.2198,0.1242,0.0635,0.0963,0.0028,0.3419,0.0982,0.1258,0.0791,0.0099,0.6159,0.1621,0.0359,0.3812,0.0745,0.0538,0.0143,0.0019,0.0721,0.079,0.1962,0.1229,0.0528,0.2188,0.0813,0.6274,0.2863,0.1296,0.0698,0.0143,0.6159,0.0019
28/04/2017 05:00,0.2118,0.0979,0.0373,0.203,0.1311,0.0384,0.0871,0.0016,0.3234,0.0975,0.1039,0.0654,0.0051,0.593,0.1717,0.027,0.3681,0.0476,0.0326,0.0123,0.0035,0.0626,0.1069,0.2545,0.0875,0.0587,0.1685,0.0742,0.6084,0.1792,0.1477,0.0494,0.0222,0.593,0.0035
28/04/2017 06:00,0.2041,0.0632,0.0631,0.2025,0.1714,0.0263,0.0889,0.0035,0.3039,0.1104,0.0849,0.0486,0.003,0.6032,0.1597,0.0148,0.3671,0.0555,0.0212,0.0119,0.0213,0.0515,0.166,0.3681,0.0984,0.0493,0.1451,0.0785,0.5429,0.2066,0.1823,0.0989,0.031,0.6032,0.0213
28/04/2017 07:00,0.1485,0.0752,0.1032,0.2807,0.2305,0.0325,0.098,0.0061,0.314,0.1173,0.1076,0.0455,0.0073,0.6678,0.1529,0.0099,0.4282,0.075,0.0411,0.0142,0.0273,0.0507,0.1996,0.475,0.12,0.0429,0.171,0.1166,0.6008,0.284,0.2407,0.2234,0.0379,0.6678,0.0273
28/04/2017 08:00,0.1311,0.0911,0.1419,0.3642,0.3098,0.0347,0.104,0.0069,0.2887,0.116,0.1231,0.0418,0.0113,0.7012,0.1313,0.0143,0.4955,0.107,0.0585,0.0236,0.0263,0.0551,0.2332,0.5541,0.1366,0.0472,0.1851,0.173,0.6532,0.3629,0.3142,0.2876,0.0201,0.7012,0.0263
28/04/2017 09:00,0.0854,0.1079,0.1729,0.3475,0.3019,0.0345,0.109,0.0069,0.2651,0.1073,0.1267,0.0379,0.0145,0.6805,0.0961,0.0237,0.5362,0.1448,0.0779,0.0274,0.0165,0.063,0.2637,0.5606,0.1524,0.0551,0.1878,0.2171,0.5945,0.4506,0.3561,0.1824,0.0239,0.6805,0.0165
28/04/2017 10:00,0.0611,0.1282,0.1941,0.2795,0.2759,0.0344,0.1105,0.01,0.2444,0.0995,0.1308,0.0332,0.0189,0.6405,0.0906,0.0385,0.5426,0.1835,0.1051,0.0277,0.0103,0.0769,0.2911,0.5298,0.166,0.0641,0.1886,0.2382,0.4842,0.5123,0.3741,0.1594,0.0035,0.6405,0.0103
28/04/2017 11:00,0.1256,0.1561,0.206,0.2315,0.204,0.0352,0.1061,0.0209,0.2242,0.0961,0.1372,0.03,0.0273,0.5799,0.1294,0.0583,0.5315,0.2303,0.1364,0.0338,0.0118,0.1,0.3328,0.5115,0.181,0.0715,0.1937,0.2359,0.3694,0.5336,0.3809,0.2322,0.0011,0.5799,0.0118
28/04/2017 12:00,0.2323,0.1796,0.2065,0.1992,0.1784,0.0352,0.0973,0.0402,0.207,0.1025,0.1404,0.0308,0.04,0.4868,0.2315,0.0808,0.5002,0.2828,0.154,0.0512,0.0284,0.1314,0.3699,0.4813,0.2003,0.0759,0.1971,0.2217,0.271,0.5489,0.3796,0.2783,0.0503,0.4868,0.0284
28/04/2017 13:00,0.25,0.1929,0.2006,0.1703,0.1809,0.0361,0.0883,0.0692,0.1947,0.1196,0.1375,0.0349,0.0524,0.4169,0.3528,0.1061,0.4589,0.3133,0.1588,0.0793,0.0693,0.1642,0.3831,0.4331,0.222,0.0785,0.1994,0.2069,0.1963,0.5415,0.3771,0.2585,0.1503,0.4169,0.0693
28/04/2017 14:00,0.2216,0.196,0.1978,0.1459,0.1779,0.0384,0.0788,0.1138,0.1866,0.1417,0.1283,0.042,0.0618,0.3269,0.4342,0.1323,0.4114,0.3026,0.1633,0.1072,0.1231,0.187,0.3791,0.3737,0.2447,0.0792,0.2023,0.1882,0.1471,0.515,0.3662,0.2132,0.1574,0.3269,0.1231
28/04/2017 15:00,0.2362,0.1887,0.1999,0.1199,0.1474,0.0421,0.0668,0.1576,0.1894,0.1489,0.1138,0.0512,0.0726,0.2423,0.4036,0.1548,0.3474,0.3549,0.1642,0.1398,0.1645,0.1921,0.3959,0.2989,0.27,0.0769,0.2132,0.1812,0.1147,0.4976,0.3488,0.1593,0.1318,0.2423,0.1645
28/04/2017 16:00,0.2798,0.1703,0.2194,0.0866,0.0932,0.0451,0.0537,0.2047,0.2006,0.1775,0.0956,0.0602,0.0932,0.1653,0.3719,0.165,0.2693,0.388,0.1547,0.1738,0.2133,0.1785,0.4121,0.2363,0.2805,0.0729,0.2298,0.162,0.0974,0.5376,0.3228,0.0811,0.1151,0.1653,0.2133
28/04/2017 17:00,0.3077,0.1396,0.252,0.0551,0.0648,0.0439,0.0434,0.2629,0.2203,0.278,0.0727,0.0654,0.1066,0.1249,0.3241,0.1621,0.1991,0.4214,0.117,0.1971,0.2799,0.1466,0.4226,0.1993,0.2772,0.0685,0.2529,0.1501,0.0867,0.5914,0.3019,0.0491,0.0982,0.1249,0.2799
28/04/2017 18:00,0.4148,0.1351,0.225,0.0382,0.0644,0.0515,0.0405,0.3076,0.2511,0.3715,0.0627,0.0674,0.1061,0.1008,0.3488,0.1428,0.1787,0.4473,0.1261,0.2244,0.2424,0.1185,0.4295,0.2034,0.2908,0.0669,0.284,0.1589,0.0837,0.5788,0.3288,0.0199,0.1213,0.1008,0.2424
28/04/2017 19:00,0.4685,0.1311,0.1824,0.0227,0.0718,0.06,0.0385,0.3306,0.2913,0.373,0.0603,0.0753,0.1044,0.0758,0.4112,0.1543,0.1394,0.4251,0.1528,0.2541,0.155,0.0988,0.4124,0.2229,0.334,0.0741,0.3103,0.1573,0.0965,0.5308,0.3332,0.0124,0.1444,0.0758,0.155
28/04/2017 20:00,0.4673,0.0967,0.157,0.0135,0.0886,0.0641,0.0381,0.3658,0.2929,0.3394,0.0533,0.0915,0.0998,0.0589,0.3903,0.188,0.1141,0.4066,0.1685,0.242,0.1003,0.0808,0.3803,0.2148,0.3505,0.0784,0.3305,0.1497,0.1036,0.4947,0.3009,0.0276,0.1625,0.0589,0.1003
28/04/2017 21:00,0.4818,0.0641,0.1423,0.0099,0.1183,0.0679,0.0414,0.397,0.2605,0.3193,0.0456,0.1093,0.0883,0.0494,0.3587,0.2235,0.1061,0.4139,0.159,0.234,0.0874,0.0751,0.3415,0.1857,0.3556,0.0849,0.3419,0.1412,0.118,0.4664,0.275,0.0709,0.1652,0.0494,0.0874
28/04/2017 22:00,0.4846,0.0435,0.1305,0.0089,0.1478,0.0754,0.05,0.4241,0.2262,0.2878,0.0386,0.1238,0.079,0.0448,0.3379,0.2589,0.106,0.4053,0.13,0.2461,0.0572,0.0748,0.2648,0.1821,0.3592,0.0935,0.3317,0.1367,0.1467,0.4247,0.2504,0.1178,0.1808,0.0448,0.0572
