AT,BG,CZ,DE,ES,FR,GR,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SK,CH,IT,RS,BA,time,GB,HR,LU,MK
155.5,342,104.52,32.4875,1490.0,1063.0,982.0,776.54,4210.36,1231.16,2382.19,4348.0,0.0,114.3,76.0,7275.0,0.0,1104.1,1346.0,36.0,370.01,22/08/2015 20:00,0.0,32.4875,0.0,104.52
115.9,224,22.92,34.0075,1144.0,856.0,795.0,581.46,3980.97,892.52,2199.16,4186.18,0.0,76.0,56.0,6643.0,12.45,720.7,976.0,0.0,204.45,22/08/2015 21:00,0.0,34.0075,0.0,22.92
130.0,133,15.07,35.02,1239.0,733.0,730.0,783.16,3975.86,711.34,2155.12,4206.32,0.0,67.7,53.0,5494.0,7.07,418.2,783.0,0.0,109.5,22/08/2015 22:00,0.0,35.02,0.0,15.07
172.1,116,14.61,39.4375,1292.0,358.0,651.0,774.6,3872.53,701.91,2110.0,4098.43,0.0,98.7,123.0,5117.0,0.0,441.0,546.0,0.0,89.5,22/08/2015 23:00,0.0,39.4375,0.0,14.61
152.1,101,14.61,37.96,1253.0,178.0,415.0,774.57,3701.91,705.34,2096.72,4094.22,0.0,116.1,159.0,4949.0,0.0,400.7,492.5,0.0,26.17,23/08/2015 00:00,0.0,37.96,0.0,14.61
206.8,96,18.37,22.7375,1408.0,75.0,243.0,731.66,3739.03,679.67,2071.83,4092.75,0.0,111.1,194.0,4825.0,0.0,400.5,482.5,0.0,18.135,23/08/2015 01:00,0.0,22.7375,0.0,18.37
203.7,100,15.27,22.8175,1123.0,71.0,292.0,719.09,3720.62,678.67,2071.56,4102.95,0.0,93.0,222.0,4775.0,0.0,378.3,498.0,0.0,19.27,23/08/2015 02:00,0.0,22.8175,0.0,15.27
201.3,108,26.14,27.1575,1039.0,121.0,272.0,598.33,3446.32,664.06,1925.64,4013.54,0.0,117.4,114.0,4674.0,0.0,376.1,546.0,0.0,47.685,23/08/2015 03:00,0.0,27.1575,0.0,26.14
207.2,189,38.16,26.495,961.0,249.0,161.0,689.67,3521.35,668.57,1988.98,4010.52,0.0,119.7,199.0,4770.0,0.0,378.6,548.5,0.0,41.41,23/08/2015 04:00,0.0,26.495,0.0,38.16
234.7,239,27.65,26.5875,838.0,210.0,187.0,741.24,3470.33,687.8,2068.03,4141.96,0.0,63.6,155.0,5106.0,0.0,389.6,523.0,0.0,101.575,23/08/2015 05:00,0.0,26.5875,0.0,27.65
180.3,269,31.74,65.1525,801.0,409.0,211.0,776.44,3838.24,754.72,2052.64,4205.56,0.0,32.6,175.0,5783.0,0.16,403.6,671.0,0.0,270.88,23/08/2015 06:00,0.0,65.1525,0.0,31.74
167.2,248,22.98,12.655,882.0,597.0,180.0,771.33,3970.87,781.34,2205.42,4329.11,0.0,35.7,127.0,6034.0,30.35,412.8,755.5,0.0,295.59,23/08/2015 07:00,0.0,12.655,0.0,22.98
153.2,251,27.86,3.6625,978.0,613.0,204.0,765.22,4050.56,791.18,2222.47,4385.69,0.0,11.3,95.0,5797.0,0.46,494.1,782.0,0.0,372.81,23/08/2015 08:00,0.0,3.6625,0.0,27.86
146.1,232,23.15,6.5475,982.0,666.0,163.0,806.74,3714.31,817.07,2246.01,4254.25,34.01,0.3,84.0,5791.0,0.0,530.3,658.0,0.0,355.065,23/08/2015 09:00,34.01,6.5475,6.802,23.15
137.4,129,22.14,60.1775,655.0,832.0,140.0,693.74,3355.98,807.46,2227.66,4056.44,38.7,0.5,85.0,5814.0,0.0,466.8,651.5,0.0,370.355,23/08/2015 10:00,38.7,60.1775,7.74,22.14
133.1,122,22.29,61.2925,574.0,718.0,121.0,690.09,3305.89,787.09,2119.94,3704.54,4.84,0.3,106.0,5764.0,0.0,446.7,631.5,0.0,335.465,23/08/2015 11:00,4.84,61.2925,0.968,22.29
125.9,233,25.68,91.3525,631.0,524.0,99.0,675.1,3157.84,761.74,2075.25,3581.08,0.0,0.3,92.0,5707.0,0.0,461.2,625.5,0.0,304.675,23/08/2015 12:00,0.0,91.3525,0.0,25.68
197.9,217,21.81,81.1675,914.0,200.0,103.0,669.13,3145.56,737.34,2076.69,3524.79,0.0,0.4,88.0,5677.0,0.0,448.6,724.0,0.0,309.63,23/08/2015 13:00,0.0,81.1675,0.0,21.81
197.9,282,28.79,70.3325,828.0,276.0,208.0,705.36,3425.65,777.79,2097.14,3897.6,0.0,0.3,94.0,5735.0,10.49,494.5,789.5,0.0,365.975,23/08/2015 14:00,0.0,70.3325,0.0,28.79
142.9,364,77.8,130.235,942.0,407.0,426.0,851.98,3927.7,812.4,2236.44,4152.91,0.0,0.8,246.0,6278.0,0.53,471.2,936.5,0.0,409.93,23/08/2015 15:00,0.0,130.235,0.0,77.8
122.8,479,90.86,136.5825,1186.0,681.0,838.0,870.83,4271.47,1015.77,2312.09,4404.24,0.0,39.1,308.0,6687.0,0.0,550.4,1236.5,0.0,440.465,23/08/2015 16:00,0.0,136.5825,0.0,90.86
135.0,673,95.04,160.9725,1175.0,656.0,1304.0,990.93,4321.54,1089.23,2279.63,4398.29,0.0,0.7,646.0,6772.0,0.14,558.2,1535.5,7.5,492.74,23/08/2015 17:00,0.0,160.9725,0.0,95.04
261.7,678,196.71,77.2275,1563.0,797.0,1423.0,1101.12,4308.69,1069.44,2305.27,4436.77,0.0,9.2,780.0,6809.0,42.67,885.4,1615.0,17.5,605.32,23/08/2015 18:00,0.0,77.2275,0.0,196.71
406.2,644,197.13,38.2525,2726.0,807.0,1145.0,1098.81,4243.58,1022.94,2319.2,4427.36,0.0,78.2,423.0,6840.0,60.97,1069.0,1614.5,22.0,536.355,23/08/2015 19:00,0.0,38.2525,0.0,197.13
208.7,511,90.83,54.3525,2338.0,921.0,981.0,908.54,4006.26,808.66,2296.51,4269.37,0.0,83.0,225.0,6386.0,37.91,856.6,1447.0,3.5,375.795,23/08/2015 20:00,0.0,54.3525,0.0,90.83
156.3,229,94.98,38.27,1590.0,868.0,562.0,779.25,3414.84,734.42,2111.35,4116.97,0.0,29.2,106.0,5617.0,2.15,730.1,1076.5,0.0,196.43,23/08/2015 21:00,0.0,38.27,0.0,94.98
119.2,109,18.49,6.5275,816.0,640.0,516.0,690.45,3129.14,729.53,1642.53,3921.78,0.0,0.5,61.0,5036.0,0.0,468.5,793.0,0.0,83.195,23/08/2015 22:00,0.0,6.5275,0.0,18.49
133.4,113,17.1,11.32,522.0,199.0,241.0,672.19,3039.69,775.44,1639.32,3601.25,0.0,0.4,45.0,4871.0,0.0,465.4,590.5,0.0,65.775,23/08/2015 23:00,0.0,11.32,0.0,17.1
121.3,90,17.14,14.3475,546.0,345.0,101.0,672.97,2991.7,730.71,1648.69,3509.42,0.0,0.3,37.0,4856.0,0.0,487.5,494.0,0.0,38.77,24/08/2015 00:00,0.0,14.3475,0.0,17.14
115.7,86,20.53,27.3275,643.0,361.0,142.0,670.27,2967.22,726.41,1639.75,3488.28,0.0,0.3,37.0,4862.0,0.0,491.5,479.0,0.0,36.84,24/08/2015 01:00,0.0,27.3275,0.0,20.53
118.1,85,17.01,38.9025,589.0,283.0,216.0,668.2,3038.81,723.09,1628.5,3649.67,0.0,0.4,35.0,4905.0,0.0,490.6,482.0,0.0,53.435,24/08/2015 02:00,0.0,38.9025,0.0,17.01
128.4,98,27.61,79.855,645.0,417.0,293.0,742.2,3315.9,838.71,1917.62,3778.45,0.0,0.3,156.0,5377.0,0.0,617.7,617.0,0.0,65.37,24/08/2015 03:00,0.0,79.855,0.0,27.61
509.3,188,140.6,81.4775,840.0,816.0,416.0,879.82,3662.33,1330.33,2240.12,4043.77,0.0,0.5,515.0,6929.0,0.0,1474.1,760.0,0.0,111.46,24/08/2015 04:00,0.0,81.4775,0.0,140.6
658.8,304,224.28,68.9925,896.0,1010.0,553.0,1042.71,5040.28,2027.09,2394.61,4222.63,0.0,0.3,760.0,8328.0,0.0,2136.2,990.0,9.0,385.67,24/08/2015 05:00,0.0,68.9925,0.0,224.28
848.5,261,159.3,56.3825,1087.0,1373.0,771.0,1070.04,5198.63,2170.76,2404.21,4305.96,0.0,1.0,966.0,9179.0,0.0,2315.1,1208.0,67.0,529.43,24/08/2015 06:00,0.0,56.3825,0.0,159.3
812.5,258,147.81,46.685,1030.0,1663.0,655.0,981.26,4577.13,2217.51,2540.94,4246.86,0.0,116.9,953.0,9601.0,0.0,2240.3,1207.0,49.5,614.56,24/08/2015 07:00,0.0,46.685,0.0,147.81
766.8,233,147.52,42.4125,1119.0,1341.0,598.0,916.22,4630.29,2206.22,2538.33,4224.78,0.0,147.8,832.0,9619.0,0.0,2191.4,1207.0,59.0,607.135,24/08/2015 08:00,0.0,42.4125,0.0,147.52
875.8,243,147.5,46.2925,1735.0,1417.0,577.0,817.91,4562.9,2195.46,2450.31,4237.0,34.13,86.2,804.0,9522.0,0.0,1888.1,1120.0,108.5,625.675,24/08/2015 09:00,34.13,46.2925,6.826,147.5
620.7,233,147.49,38.3625,2147.0,1054.0,619.0,828.1,4635.04,2218.11,2323.15,4315.41,39.0,88.8,808.0,9479.0,0.0,1810.6,980.0,139.5,527.305,24/08/2015 10:00,39.0,38.3625,7.8,147.49
706.8,229,34.55,22.1075,2073.0,997.0,613.0,896.04,4525.59,2275.01,2540.63,4341.31,39.0,88.5,791.0,9271.0,0.0,1672.8,897.0,135.5,667.795,24/08/2015 11:00,39.0,22.1075,7.8,34.55
565.0,242,30.37,23.5625,1296.0,909.0,367.0,832.33,4403.56,2212.78,2498.52,4253.16,4.88,86.9,803.0,8965.0,0.0,1453.1,954.0,135.5,662.875,24/08/2015 12:00,4.88,23.5625,0.976,30.37
596.0,339,25.87,26.2725,995.0,872.0,330.0,822.09,4382.26,2159.26,2507.6,4274.09,0.0,0.4,823.0,8774.0,0.0,1458.8,1158.0,109.0,571.65,24/08/2015 13:00,0.0,26.2725,0.0,25.87
515.8,429,32.9,25.25,1189.0,950.0,501.0,847.61,4394.25,2182.65,2551.31,4360.44,0.0,0.3,829.0,8789.0,0.0,1412.4,1264.0,107.5,532.705,24/08/2015 14:00,0.0,25.25,0.0,32.9
553.2,581,31.75,23.16,1128.0,713.0,689.0,814.89,4188.35,2113.94,2495.69,4296.3,0.0,0.6,873.0,8868.0,0.0,1472.4,1427.0,107.5,560.995,24/08/2015 15:00,0.0,23.16,0.0,31.75
655.3,696,152.62,25.6325,1141.0,704.0,926.0,824.43,4088.27,2122.05,2530.6,4258.83,0.0,39.8,936.0,8835.0,0.15,1501.8,1487.0,129.0,473.13,24/08/2015 16:00,0.0,25.6325,0.0,152.62
545.1,785,318.78,26.4925,1428.0,751.0,1319.0,792.52,3978.64,2097.4,2521.06,4226.88,0.0,40.3,1208.0,8745.0,46.22,1492.0,1669.0,139.0,282.32,24/08/2015 17:00,0.0,26.4925,0.0,318.78
132.1,905,335.61,25.0375,2762.0,983.0,1165.0,797.19,4046.72,2035.28,2376.61,4209.74,0.0,50.0,1659.0,8441.0,49.46,1419.3,1765.0,144.0,617.61,24/08/2015 18:00,0.0,25.0375,0.0,335.61
104.0,914,267.5,33.3225,4483.0,961.0,737.0,800.74,4018.49,1896.54,2298.87,4199.25,0.0,145.5,1176.0,8280.0,49.45,1227.5,1620.0,136.0,632.3,24/08/2015 19:00,0.0,33.3225,0.0,267.5
118.8,746,156.15,69.4375,3100.0,1216.0,407.0,795.77,3717.92,1337.29,2211.32,4155.22,0.0,93.9,705.0,7371.0,0.91,992.3,1405.0,119.5,452.845,24/08/2015 20:00,0.0,69.4375,0.0,156.15
109.6,443,25.16,71.33,1931.0,1193.0,358.0,688.72,3622.72,1021.34,1798.3,4145.58,0.0,20.9,837.0,6204.0,0.0,858.8,1003.0,111.0,193.96,24/08/2015 21:00,0.0,71.33,0.0,25.16
146.5,228,18.71,31.6,1175.0,822.0,289.0,706.69,3484.88,878.75,1753.12,4077.85,0.0,33.5,865.0,4973.0,0.0,758.2,776.0,0.0,112.44,24/08/2015 22:00,0.0,31.6,0.0,18.71
182.0,87,18.05,41.4025,929.0,511.0,149.0,730.04,3227.91,967.23,1566.93,3848.14,0.0,9.7,665.0,4748.0,0.0,733.4,728.0,0.0,109.58,24/08/2015 23:00,0.0,41.4025,0.0,18.05
165.3,79,18.0,113.0225,544.0,369.0,77.0,685.97,3067.47,975.24,1525.95,3730.31,0.0,0.3,614.0,4560.0,0.0,702.9,566.5,0.0,59.01,25/08/2015 00:00,0.0,113.0225,0.0,18.0
138.2,78,21.61,118.3025,615.0,480.0,70.0,642.9,2850.84,999.1,1467.91,3407.99,0.0,0.4,546.0,4523.0,0.0,694.9,553.5,0.0,54.9,25/08/2015 01:00,0.0,118.3025,0.0,21.61
125.8,79,17.87,117.1975,590.0,430.0,95.0,651.92,2938.96,999.43,1527.38,3496.4,0.0,0.3,835.0,4609.0,0.0,744.4,553.0,0.0,56.03,25/08/2015 02:00,0.0,117.1975,0.0,17.87
136.0,102,28.89,137.08,598.0,844.0,190.0,687.08,3464.87,1018.45,1926.76,3868.42,0.0,0.3,1059.0,5156.0,0.0,796.3,647.0,0.0,92.99,25/08/2015 03:00,0.0,137.08,0.0,28.89
130.7,281,47.38,99.85,1069.0,1143.0,211.0,757.2,3755.21,1619.38,2194.82,4065.65,0.0,0.8,1106.0,7085.0,0.14,818.4,823.5,0.0,150.09,25/08/2015 04:00,0.0,99.85,0.0,47.38
389.8,360,36.55,53.3325,1358.0,723.0,347.0,948.51,4232.38,2028.88,2283.58,4354.79,0.0,41.4,1254.0,9011.0,37.75,1295.2,990.0,0.0,288.07,25/08/2015 05:00,0.0,53.3325,0.0,36.55
468.4,303,247.87,57.9225,1478.0,837.0,512.0,949.59,4430.47,2236.94,2183.4,4343.44,0.0,50.3,1290.0,9297.0,0.81,1491.4,1283.0,77.0,539.4,25/08/2015 06:00,0.0,57.9225,0.0,247.87
451.9,223,109.02,39.7175,2056.0,897.0,589.0,930.85,4459.4,2222.54,2186.61,4312.7,0.0,68.3,1252.0,9357.0,0.0,1383.8,1328.5,111.0,519.41,25/08/2015 07:00,0.0,39.7175,0.0,109.02
435.8,209,27.91,35.59,2029.0,1283.0,546.0,898.02,4450.46,2130.25,2223.87,4336.53,0.0,75.5,1160.0,9237.0,12.73,1587.7,1305.5,117.0,221.79,25/08/2015 08:00,0.0,35.59,0.0,27.91
663.4,187,26.3,18.8125,2274.0,1339.0,468.0,885.83,4572.76,2063.79,2294.59,4278.94,34.13,107.8,1256.0,9104.0,27.76,1409.2,1220.5,139.0,431.95,25/08/2015 09:00,34.13,18.8125,6.826,26.3
541.4,160,99.63,13.725,2454.0,1146.0,426.0,873.35,4439.4,1909.49,2278.89,4303.02,39.0,109.8,1265.0,8710.0,26.57,1355.0,972.5,139.0,605.91,25/08/2015 10:00,39.0,13.725,7.8,99.63
509.2,160,27.68,33.815,2524.0,921.0,475.0,874.8,4390.04,1862.37,2307.34,4293.73,4.88,108.9,1203.0,8441.0,25.66,1115.5,960.5,139.0,601.08,25/08/2015 11:00,4.88,33.815,0.976,27.68
501.0,137,31.72,34.74,1888.0,889.0,159.0,885.81,4381.47,1925.39,2326.2,4322.0,0.0,0.5,1133.0,8425.0,25.52,961.6,1035.0,111.0,618.42,25/08/2015 12:00,0.0,34.74,0.0,31.72
591.0,204,25.95,19.2875,1306.0,801.0,217.0,951.04,4348.34,2037.69,2328.43,4278.59,0.0,0.3,1121.0,8453.0,0.03,832.0,1214.0,111.0,627.54,25/08/2015 13:00,0.0,19.2875,0.0,25.95
413.3,361,32.93,15.1625,1219.0,875.0,365.0,1025.01,4763.22,1868.29,2268.53,4236.79,0.0,0.4,1155.0,7986.0,0.0,852.6,1339.5,112.0,576.69,25/08/2015 14:00,0.0,15.1625,0.0,32.93
817.6,552,33.33,24.4975,1306.0,720.0,598.0,1027.42,4739.96,1827.85,2361.0,4501.31,0.0,0.5,1117.0,7891.0,0.0,1164.6,1516.5,112.0,526.01,25/08/2015 15:00,0.0,24.4975,0.0,33.33
800.4,783,33.5,82.7875,1309.0,1015.0,894.0,915.44,4711.82,1639.1,2266.17,4279.64,0.0,10.6,973.0,7801.0,10.995,1253.2,1725.5,108.0,205.99,25/08/2015 16:00,0.0,82.7875,0.0,33.5
774.1,785,160.42,75.745,1307.0,1847.0,1335.0,900.99,4698.35,1610.54,2266.07,4366.46,0.0,21.6,1296.0,7769.0,0.0,1446.2,1853.0,109.0,568.59,25/08/2015 17:00,0.0,75.745,0.0,160.42
786.1,826,175.87,26.3175,2255.0,2086.0,1167.0,971.9,4646.89,1651.18,2266.27,4467.01,0.0,40.3,1629.0,7673.0,0.13,1343.4,1935.5,111.0,665.35,25/08/2015 18:00,0.0,26.3175,0.0,175.87
759.8,852,38.48,30.8175,3371.0,1545.0,793.0,979.31,4503.56,1680.52,2255.16,4429.94,0.0,61.5,1155.0,7462.0,42.71,1417.3,1804.5,120.0,592.23,25/08/2015 19:00,0.0,30.8175,0.0,38.48
537.8,739,22.49,38.66,2378.0,1372.0,625.0,956.6,4119.36,1407.93,2233.2,4418.0,0.0,50.1,597.0,6524.0,40.64,1075.6,1438.5,84.0,327.33,25/08/2015 20:00,0.0,38.66,0.0,22.49
131.3,510,22.42,41.1475,1204.0,1483.0,360.0,771.46,3893.82,1012.43,2130.03,4223.78,0.0,13.6,643.0,5630.0,0.7,739.7,1123.0,19.0,138.12,25/08/2015 21:00,0.0,41.1475,0.0,22.42
102.6,297,17.44,57.23,720.0,939.0,393.0,846.59,3507.95,844.05,1621.94,3913.89,0.0,0.5,561.0,4727.0,0.0,565.8,880.5,0.0,118.96,25/08/2015 22:00,0.0,57.23,0.0,17.44
93.0,159,17.43,54.765,493.0,488.0,240.0,804.67,3323.33,827.17,1429.88,3710.86,0.0,0.4,462.0,4522.0,0.0,480.3,639.5,0.0,69.79,25/08/2015 23:00,0.0,54.765,0.0,17.43
80.8,81,17.5,66.4475,556.0,447.0,166.0,751.26,3268.87,830.42,1429.87,3617.32,0.0,0.5,459.0,4483.0,0.0,499.4,552.0,0.0,74.0,26/08/2015 00:00,0.0,66.4475,0.0,17.5
81.2,81,20.84,67.97,582.0,382.0,144.0,762.69,3367.93,843.1,1444.76,3701.12,0.0,0.4,459.0,4501.0,0.0,494.0,518.0,0.0,74.315,26/08/2015 01:00,0.0,67.97,0.0,20.84
76.4,79,17.26,79.565,565.0,351.0,207.0,826.87,3440.31,847.2,1478.81,3867.93,0.0,0.3,552.0,4588.0,0.0,520.0,567.0,0.0,70.575,26/08/2015 02:00,0.0,79.565,0.0,17.26
87.4,170,29.59,69.015,651.0,582.0,237.0,965.43,3574.32,885.13,1722.08,3910.21,0.0,0.3,568.0,5206.0,0.0,566.6,628.0,0.0,77.37,26/08/2015 03:00,0.0,69.015,0.0,29.59
232.3,306,44.23,42.975,682.0,695.0,310.0,1090.04,3834.48,1348.34,2049.25,3996.67,0.0,0.3,900.0,7060.0,0.15,695.9,837.0,0.0,131.255,26/08/2015 04:00,0.0,42.975,0.0,44.23
375.2,422,105.57,34.4525,704.0,793.0,592.0,1224.41,4565.01,2053.7,2201.66,4093.14,0.0,11.1,982.0,9018.0,33.14,1357.8,1019.0,0.0,333.015,26/08/2015 05:00,0.0,34.4525,0.0,105.57
474.1,350,191.2,115.225,844.0,981.0,705.0,1279.19,4927.5,2208.92,2246.92,4003.67,0.0,11.1,1091.0,9227.0,33.27,1457.9,1394.0,61.5,501.75,26/08/2015 06:00,0.0,115.225,0.0,191.2
186.2,235,104.09,39.115,1310.0,1069.0,690.0,1291.13,4960.01,2161.12,2264.07,4019.94,0.0,8.3,1108.0,9261.0,0.67,1315.5,1348.0,78.5,518.575,26/08/2015 07:00,0.0,39.115,0.0,104.09
126.4,148,26.19,37.0425,1167.0,1259.0,517.0,1297.32,4887.91,2168.5,2278.37,4019.65,0.0,45.4,1109.0,9319.0,0.0,1100.5,1382.0,96.5,573.69,26/08/2015 08:00,0.0,37.0425,0.0,26.19
152.9,130,71.86,68.8125,1444.0,1141.0,415.0,1298.94,4849.85,2164.84,2273.78,3999.06,0.0,50.3,1121.0,9238.0,0.31,1151.1,1205.0,136.0,531.24,26/08/2015 09:00,0.0,68.8125,0.0,71.86
259.9,119,25.54,27.72,1475.0,1305.0,433.0,1331.33,4957.41,2093.71,2242.83,3705.61,34.13,51.7,1099.0,9081.0,4.27,1263.9,1053.0,137.5,625.955,26/08/2015 10:00,34.13,27.72,6.826,25.54
173.2,114,24.67,20.625,1256.0,1313.0,271.0,1354.22,5014.81,2115.25,2271.83,3792.98,39.0,78.6,1126.0,8625.0,0.07,1057.3,1016.0,137.5,634.585,26/08/2015 11:00,39.0,20.625,7.8,24.67
178.4,149,27.8,26.6975,900.0,1474.0,117.0,1375.89,4998.74,2098.87,2286.94,3853.92,4.88,35.5,1058.0,8629.0,0.0,1000.7,1163.0,140.0,614.55,26/08/2015 12:00,4.88,26.6975,0.976,27.8
148.6,267,24.28,26.6625,896.0,1436.0,264.0,1305.01,4802.24,2095.84,2272.08,4016.47,0.0,0.3,1064.0,8751.0,0.0,926.3,1199.0,124.0,485.755,26/08/2015 13:00,0.0,26.6625,0.0,24.28
133.3,332,31.12,48.57,846.0,1417.0,335.0,1324.06,4793.21,2210.36,2250.34,4010.65,0.0,1.3,918.0,9029.0,0.0,1105.8,1387.0,131.5,570.105,26/08/2015 14:00,0.0,48.57,0.0,31.12
337.4,500,31.11,67.8575,944.0,1154.0,638.0,1309.94,4768.21,2215.43,2264.56,4047.31,0.0,41.3,998.0,9205.0,0.0,1323.3,1640.0,119.0,487.61,26/08/2015 15:00,0.0,67.8575,0.0,31.11
606.3,733,294.97,73.8075,885.0,1008.0,818.0,1290.31,4654.04,2221.52,2247.03,4058.49,0.0,50.1,1133.0,9301.0,0.0,1489.0,1817.0,112.5,523.25,26/08/2015 16:00,0.0,73.8075,0.0,294.97
719.3,861,299.92,93.565,716.0,1488.0,1289.0,1291.05,4701.67,2215.07,2247.03,4085.14,0.0,30.5,1351.0,9290.0,0.14,1654.0,1970.0,133.5,647.925,26/08/2015 17:00,0.0,93.565,0.0,299.92
659.5,908,140.05,29.3375,2574.0,1264.0,1158.0,1285.67,4575.84,2196.19,2329.18,4175.91,0.0,59.8,1579.0,9236.0,31.72,1379.5,2018.0,136.0,630.46,26/08/2015 18:00,0.0,29.3375,0.0,140.05
376.7,868,45.49,37.3025,4047.0,920.0,721.0,1232.13,4466.96,2037.24,2270.02,4155.69,0.0,61.3,1111.0,8875.0,34.01,1273.1,1788.0,131.0,644.595,26/08/2015 19:00,0.0,37.3025,0.0,45.49
149.9,707,21.79,25.8375,3497.0,914.0,466.0,1227.26,4354.02,1680.93,2171.43,4259.89,0.0,34.6,715.0,7259.0,34.61,1210.7,1428.0,112.5,422.175,26/08/2015 20:00,0.0,25.8375,0.0,21.79
87.6,425,83.17,83.115,2133.0,821.0,217.0,1130.35,4110.64,1381.27,1913.46,3788.97,0.0,32.8,678.0,5583.0,0.4,861.9,1034.0,76.0,229.62,26/08/2015 21:00,0.0,83.115,0.0,83.17
96.8,316,18.74,53.7025,1361.0,865.0,324.0,935.48,4196.44,1278.09,1211.48,3410.83,0.0,0.4,466.0,4460.0,0.0,765.8,865.0,6.5,98.485,26/08/2015 22:00,0.0,53.7025,0.0,18.74
94.3,181,17.29,65.065,1014.0,599.0,179.0,925.05,3948.21,1312.24,1178.7,3161.47,0.0,0.3,356.0,4057.0,0.0,672.9,659.0,0.0,57.985,26/08/2015 23:00,0.0,65.065,0.0,17.29
83.7,76,17.12,57.7775,731.0,516.0,268.0,926.88,3972.04,1238.45,1193.31,3109.59,0.0,0.5,181.0,3954.0,0.0,646.4,554.0,0.0,64.11,27/08/2015 00:00,0.0,57.7775,0.0,17.12
80.3,76,20.7,40.4175,912.0,478.0,211.0,925.76,4100.15,1155.71,1236.85,3174.75,0.0,0.3,126.0,3960.0,0.0,511.9,545.0,0.0,65.07,27/08/2015 01:00,0.0,40.4175,0.0,20.7
77.9,117,17.04,32.9075,904.0,488.0,245.0,990.72,4196.87,1259.45,1241.15,3509.09,0.0,0.5,158.0,4042.0,0.0,494.5,543.0,0.0,62.84,27/08/2015 02:00,0.0,32.9075,0.0,17.04
93.6,264,28.56,56.635,804.0,767.0,160.0,1032.75,4178.42,1296.76,1218.69,3523.44,0.0,0.5,239.0,5122.0,0.0,661.5,611.0,0.0,107.75,27/08/2015 03:00,0.0,56.635,0.0,28.56
109.0,351,40.78,63.845,866.0,1141.0,271.0,1001.37,4595.46,1600.99,1733.58,3598.31,0.0,0.5,430.0,7389.0,0.13,842.4,843.0,0.0,126.03,27/08/2015 04:00,0.0,63.845,0.0,40.78
122.2,410,182.09,41.4475,923.0,1469.0,484.0,1200.0,5005.06,2085.69,2236.86,4139.78,0.0,0.4,628.0,8902.0,28.6,1252.7,1051.0,0.0,472.83,27/08/2015 05:00,0.0,41.4475,0.0,182.09
375.8,344,36.92,111.545,1317.0,1442.0,792.0,1199.23,5130.9,2167.71,2474.44,4211.89,0.0,0.9,894.0,9487.0,27.47,1246.9,1426.0,87.0,601.42,27/08/2015 06:00,0.0,111.545,0.0,36.92
328.3,198,23.55,90.5875,1795.0,1618.0,558.0,1199.36,5132.01,2154.7,2472.4,4302.25,0.0,49.5,778.0,9534.0,0.34,1342.6,1490.0,115.0,665.32,27/08/2015 07:00,0.0,90.5875,0.0,23.55
193.3,176,188.89,76.7575,1829.0,1839.0,613.0,1198.14,4945.91,2119.81,2472.62,4228.19,0.0,51.6,717.0,9460.0,0.0,1409.9,1462.0,112.0,643.94,27/08/2015 08:00,0.0,76.7575,0.0,188.89
433.0,143,189.51,90.6725,1801.0,2441.0,311.0,1190.29,5000.79,1981.36,2324.45,4249.91,0.0,74.0,714.0,9337.0,0.0,1750.7,1349.0,131.0,667.97,27/08/2015 09:00,0.0,90.6725,0.0,189.51
210.3,141,215.19,127.6275,1948.0,1916.0,295.0,1204.52,4926.68,1845.41,2229.05,4102.61,0.0,98.5,829.0,9084.0,0.0,2216.3,1050.0,138.0,699.52,27/08/2015 10:00,0.0,127.6275,0.0,215.19
507.9,150,214.72,63.0175,1594.0,1739.0,200.0,1201.31,4932.31,1786.89,2219.88,4153.1,0.0,100.0,799.0,8934.0,0.0,2174.9,1080.0,135.0,690.46,27/08/2015 11:00,0.0,63.0175,0.0,214.72
239.4,281,119.07,70.0025,1047.0,2158.0,170.0,1206.74,4956.51,1753.45,2222.93,4161.74,0.0,100.5,795.0,8700.0,0.0,2441.3,1156.0,127.0,726.68,27/08/2015 12:00,0.0,70.0025,0.0,119.07
414.0,465,86.47,105.3575,1006.0,1740.0,212.0,1229.7,4942.83,1738.14,2234.91,4163.96,0.0,32.6,806.0,8347.0,0.0,2160.9,1198.0,114.0,583.83,27/08/2015 13:00,0.0,105.3575,0.0,86.47
486.0,567,33.03,111.7875,801.0,1858.0,467.0,1239.79,5176.62,1673.88,2214.54,4209.7,0.0,31.6,656.0,8138.0,0.0,1682.4,1287.0,112.0,685.34,27/08/2015 14:00,0.0,111.7875,0.0,33.03
659.2,618,101.18,71.34,825.0,2265.0,841.0,1307.26,5137.06,1726.66,2213.91,4200.58,0.0,0.5,703.0,8189.0,0.0,1943.9,1443.0,112.0,643.63,27/08/2015 15:00,0.0,71.34,0.0,101.18
1023.4,741,273.23,87.5875,1381.0,2479.0,1113.0,1218.6,5062.32,1700.84,2163.93,4150.1,0.0,0.5,696.0,8262.0,0.01,2327.4,1670.0,112.0,643.58,27/08/2015 16:00,0.0,87.5875,0.0,273.23
1005.1,909,384.1,71.585,2161.0,2611.0,1363.0,1188.91,4902.98,1621.35,2138.95,4436.42,0.0,0.7,903.0,8100.0,0.13,2506.1,1962.0,189.0,699.55,27/08/2015 17:00,0.0,71.585,0.0,384.1
