AT,BG,CZ,DE,ES,FR,GR,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,SE,SK,CH,IT,RS,BA,time,GB,HR,LU,MK
187.8,120,21.32,50.055,795.0,834.0,436.0,777.01,2069.91,919.98,2143.78,2984.37,0.0,0.3,251.0,5764.0,0.56,688.7,776.0,0.0,112.44,17/08/2015 22:00,0.0,50.055,0.0,21.32
188.1,105,21.32,46.91,633.0,839.0,209.0,741.96,2083.23,918.25,2077.79,2813.37,0.0,0.2,217.0,5223.0,0.05,651.9,728.0,0.0,109.58,17/08/2015 23:00,0.0,46.91,0.0,21.32
151.4,99,21.24,37.4025,547.0,688.0,168.0,740.84,1964.95,919.97,1963.14,2793.67,0.0,0.2,196.0,5193.0,0.22,635.9,566.5,0.0,59.01,18/08/2015 00:00,0.0,37.4025,0.0,21.24
153.6,101,21.22,37.5625,557.0,357.0,182.0,748.62,2020.91,931.4,1977.54,2845.02,0.0,0.2,190.0,5160.0,78.24,595.2,553.5,0.0,54.9,18/08/2015 01:00,0.0,37.5625,0.0,21.22
151.4,97,21.13,30.57,766.0,356.0,177.0,741.28,2065.84,917.07,2080.01,2912.62,0.0,0.2,188.0,5262.0,1.09,586.6,553.0,0.0,56.03,18/08/2015 02:00,0.0,30.57,0.0,21.13
173.3,106,31.97,49.5075,638.0,372.0,174.0,763.53,2240.48,898.56,2113.05,3121.42,0.0,0.2,285.0,5950.0,0.0,642.3,647.0,0.0,92.99,18/08/2015 03:00,0.0,49.5075,0.0,31.97
156.8,238,43.55,55.5,591.0,657.0,337.0,782.29,3350.59,1075.8,2275.03,3354.53,0.0,0.2,362.0,7270.0,0.18,742.6,823.5,0.0,150.09,18/08/2015 04:00,0.0,55.5,0.0,43.55
166.6,386,39.98,69.07,696.0,762.0,928.0,917.37,4476.07,1866.07,2434.81,3663.93,0.0,0.2,681.0,8552.0,0.0,1255.1,990.0,0.0,288.07,18/08/2015 05:00,0.0,69.07,0.0,39.98
309.8,299,154.86,80.5575,868.0,908.0,920.0,866.48,4821.98,1884.37,2446.94,3740.83,0.0,0.1,710.0,8853.0,0.0,1979.5,1283.0,77.0,539.4,18/08/2015 06:00,0.0,80.5575,0.0,154.86
346.1,254,179.42,54.7375,1335.0,802.0,1012.0,802.31,4821.46,1887.27,2478.19,3697.27,33.86,15.3,694.0,8980.0,0.25,1912.9,1328.5,111.0,519.41,18/08/2015 07:00,33.86,54.7375,6.772,179.42
517.9,223,44.74,63.99,1665.0,830.0,991.0,806.68,5040.58,1951.9,2351.57,3667.79,38.7,46.4,799.0,8939.0,34.62,1877.7,1305.5,117.0,221.79,18/08/2015 08:00,38.7,63.99,7.74,44.74
783.9,197,41.08,87.815,1851.0,820.0,719.0,790.21,4940.2,1861.26,2337.09,3573.88,4.84,43.1,904.0,8965.0,19.23,1994.7,1220.5,139.0,431.95,18/08/2015 09:00,4.84,87.815,0.968,41.08
633.2,194,41.07,75.7475,1998.0,991.0,586.0,795.86,4842.85,1801.78,2497.12,3586.17,33.86,54.4,946.0,8782.0,21.28,1768.0,972.5,139.0,605.91,18/08/2015 10:00,33.86,75.7475,6.772,41.07
578.4,261,27.08,104.26,2222.0,979.0,446.0,878.49,4792.26,1733.94,2447.52,3557.18,38.7,112.8,831.0,8661.0,0.09,1575.6,960.5,139.0,601.08,18/08/2015 11:00,38.7,104.26,7.74,27.08
624.8,291,26.93,51.7375,1652.0,865.0,467.0,885.42,4588.45,1683.07,2471.12,3567.69,38.51,113.3,784.0,8569.0,0.0,859.6,1035.0,111.0,618.42,18/08/2015 12:00,38.51,51.7375,7.702,26.93
616.4,315,26.81,32.2275,1484.0,806.0,229.0,859.82,4350.33,1519.06,2448.25,3651.72,4.8,52.6,724.0,8293.0,0.0,1062.0,1214.0,111.0,627.54,18/08/2015 13:00,4.8,32.2275,0.96,26.81
558.4,463,33.78,42.445,1224.0,738.0,420.0,941.68,4358.17,1579.55,2423.52,3623.22,0.0,51.5,681.0,8305.0,0.0,1661.9,1339.5,112.0,576.69,18/08/2015 14:00,0.0,42.445,0.0,33.78
755.7,565,34.25,38.25,1076.0,840.0,531.0,1059.85,4615.89,1789.42,2401.85,3626.77,0.0,54.3,636.0,8637.0,9.66,1853.0,1516.5,112.0,526.01,18/08/2015 15:00,0.0,38.25,0.0,34.25
799.3,747,283.75,63.7,781.0,1062.0,1006.0,1131.76,4430.81,1701.7,2386.03,3628.36,0.0,49.6,670.0,8825.0,10.995,2038.6,1725.5,108.0,205.99,18/08/2015 16:00,0.0,63.7,0.0,283.75
819.8,808,461.41,67.295,750.0,1106.0,1351.0,1128.07,4352.62,1681.72,2402.98,3666.29,0.0,1.1,761.0,8789.0,18.205,2071.9,1853.0,109.0,568.59,18/08/2015 17:00,0.0,67.295,0.0,461.41
727.3,849,471.59,58.7825,810.0,949.0,1274.0,973.35,4308.45,1679.75,2403.0,3625.57,0.0,10.0,948.0,8798.0,0.0,2110.6,1935.5,111.0,665.35,18/08/2015 18:00,0.0,58.7825,0.0,471.59
617.8,988,279.88,50.415,1357.0,906.0,1202.0,974.01,4736.27,1938.49,2007.36,3681.39,0.0,66.3,528.0,8412.0,0.27,1888.9,1804.5,120.0,592.23,18/08/2015 19:00,0.0,50.415,0.0,279.88
556.3,682,28.18,39.3825,1130.0,1024.0,708.0,910.71,4202.16,1781.92,1903.4,3563.96,0.0,56.7,262.0,8149.0,30.95,1400.8,1438.5,84.0,327.33,18/08/2015 20:00,0.0,39.3825,0.0,28.18
136.3,497,21.97,39.8125,725.0,854.0,601.0,778.96,3571.9,1281.49,1897.17,3425.43,0.0,33.5,239.0,7379.0,0.24,1017.0,1123.0,19.0,138.12,18/08/2015 21:00,0.0,39.8125,0.0,21.97
228.5,302,17.84,34.6825,667.0,704.0,364.0,706.19,3407.37,1507.76,1892.57,3552.92,0.0,54.6,397.0,5700.0,0.0,760.8,880.5,0.0,118.96,18/08/2015 22:00,0.0,34.6825,0.0,17.84
173.9,104,17.8,21.8975,696.0,684.0,242.0,692.38,3221.42,1435.57,1807.25,3584.74,0.0,1.5,269.0,5492.0,0.0,787.8,639.5,0.0,69.79,18/08/2015 23:00,0.0,21.8975,0.0,17.8
150.1,84,17.8,30.2925,665.0,613.0,214.0,707.15,3159.4,1368.07,1768.63,3576.74,0.0,0.2,269.0,5455.0,0.0,664.9,552.0,0.0,74.0,19/08/2015 00:00,0.0,30.2925,0.0,17.8
169.3,83,17.71,30.895,574.0,506.0,169.0,769.93,3272.37,1391.6,1745.19,3558.27,0.0,0.2,198.0,5514.0,0.0,592.8,518.0,0.0,74.315,19/08/2015 01:00,0.0,30.895,0.0,17.71
188.9,80,17.7,38.325,604.0,460.0,193.0,776.0,3279.89,1404.37,1718.3,3510.2,0.0,28.4,138.0,5609.0,0.0,606.9,567.0,0.0,70.575,19/08/2015 02:00,0.0,38.325,0.0,17.7
219.7,131,28.75,55.9225,645.0,455.0,222.0,776.08,3403.65,1481.59,1733.05,3497.42,0.0,30.3,282.0,6382.0,0.0,723.9,628.0,0.0,77.37,19/08/2015 03:00,0.0,55.9225,0.0,28.75
222.3,343,44.74,79.5725,821.0,896.0,388.0,879.7,4380.28,1944.35,1827.78,3632.98,0.0,54.3,523.0,7777.0,0.0,1047.0,837.0,0.0,131.255,19/08/2015 04:00,0.0,79.5725,0.0,44.74
651.5,478,34.0,74.8075,785.0,1017.0,443.0,967.56,5022.63,2201.0,2293.18,3657.39,0.0,54.6,633.0,9325.0,0.0,2089.7,1019.0,0.0,333.015,19/08/2015 05:00,0.0,74.8075,0.0,34.0
914.5,432,152.07,78.6325,1134.0,1249.0,489.0,981.77,5293.2,2067.95,1938.64,3837.61,0.0,67.3,696.0,9543.0,47.46,2366.0,1394.0,61.5,501.75,19/08/2015 06:00,0.0,78.6325,0.0,152.07
859.9,324,139.57,57.7125,2270.0,1423.0,610.0,983.66,5206.79,2094.44,1991.14,3880.65,0.0,122.0,562.0,9611.0,40.13,2381.9,1348.0,78.5,518.575,19/08/2015 07:00,0.0,57.7125,0.0,139.57
786.9,328,54.64,41.1625,2524.0,1458.0,807.0,992.73,5297.44,2093.47,2009.85,3794.37,0.0,126.0,547.0,9590.0,48.73,2458.1,1382.0,96.5,573.69,19/08/2015 08:00,0.0,41.1625,0.0,54.64
816.2,345,47.31,47.925,2945.0,1381.0,737.0,982.61,5122.83,2070.16,2005.3,3802.94,33.86,120.4,578.0,9564.0,31.54,2365.6,1205.0,136.0,531.24,19/08/2015 09:00,33.86,47.925,6.772,47.31
805.5,352,46.93,37.2275,3001.0,1480.0,638.0,984.04,5052.55,2079.99,2042.61,3792.77,38.51,281.2,601.0,9498.0,47.59,2122.3,1053.0,137.5,625.955,19/08/2015 10:00,38.51,37.2275,7.702,46.93
803.0,331,27.43,21.755,3088.0,1216.0,707.0,984.86,5145.98,2073.27,2044.92,3753.81,4.8,329.4,571.0,9408.0,19.0,1815.6,1016.0,137.5,634.585,19/08/2015 11:00,4.8,21.755,0.96,27.43
639.6,336,27.47,25.9575,2820.0,984.0,471.0,973.82,5077.38,2041.53,2015.15,3777.96,0.0,105.9,537.0,9464.0,25.3,1696.7,1163.0,140.0,614.55,19/08/2015 12:00,0.0,25.9575,0.0,27.47
608.9,384,26.12,41.3175,2427.0,916.0,386.0,1006.1,4839.65,2182.76,2047.56,3881.8,0.0,70.2,446.0,9397.0,32.08,1561.9,1199.0,124.0,485.755,19/08/2015 13:00,0.0,41.3175,0.0,26.12
579.3,484,33.75,43.9125,2408.0,967.0,575.0,982.28,5051.43,2136.0,1969.87,3868.42,0.0,70.0,537.0,9428.0,18.81,1495.5,1387.0,131.5,570.105,19/08/2015 14:00,0.0,43.9125,0.0,33.75
615.5,577,34.24,21.6275,2471.0,1039.0,569.0,933.71,5077.73,2157.89,1953.87,3813.92,0.0,112.4,705.0,9809.0,13.58,1782.3,1640.0,119.0,487.61,19/08/2015 15:00,0.0,21.6275,0.0,34.24
704.4,725,234.93,31.785,2525.0,1312.0,926.0,912.91,4879.02,2127.14,1944.72,3817.49,0.0,148.9,513.0,9847.0,1.4,1962.1,1817.0,112.5,523.25,19/08/2015 16:00,0.0,31.785,0.0,234.93
950.6,797,354.89,27.365,2046.0,1350.0,1408.0,918.91,5011.12,2143.69,1993.12,3773.83,0.0,106.6,370.0,9586.0,68.02,2102.9,1970.0,133.5,647.925,19/08/2015 17:00,0.0,27.365,0.0,354.89
958.3,781,364.1,31.4975,2786.0,1285.0,1432.0,874.53,4829.44,2111.51,2021.8,3701.97,0.0,133.9,485.0,9471.0,30.06,2401.6,2018.0,136.0,630.46,19/08/2015 18:00,0.0,31.4975,0.0,364.1
754.6,741,362.24,42.035,3827.0,1168.0,1084.0,893.45,4872.64,2140.24,2016.7,3742.33,0.0,486.2,343.0,9211.0,47.32,1797.7,1788.0,131.0,644.595,19/08/2015 19:00,0.0,42.035,0.0,362.24
586.1,519,36.08,35.6175,3340.0,960.0,595.0,870.46,4693.47,2072.62,1966.2,3651.19,0.0,183.9,396.0,8419.0,35.015,1051.6,1428.0,112.5,422.175,19/08/2015 20:00,0.0,35.6175,0.0,36.08
181.2,316,23.03,33.06,1963.0,977.0,717.0,787.63,4200.12,1994.05,1931.79,3641.47,0.0,81.5,219.0,7211.0,3.15,619.9,1034.0,76.0,229.62,19/08/2015 21:00,0.0,33.06,0.0,23.03
128.6,82,22.19,34.24,1114.0,910.0,396.0,731.89,4084.58,1684.37,1842.11,3468.96,0.0,78.1,127.0,6582.0,6.01,635.0,865.0,6.5,98.485,19/08/2015 22:00,0.0,34.24,0.0,22.19
121.9,77,22.08,47.11,701.0,794.0,212.0,711.61,4034.37,1427.26,1815.64,3363.29,0.0,0.2,72.0,6364.0,0.0,565.9,659.0,0.0,57.985,19/08/2015 23:00,0.0,47.11,0.0,22.08
121.0,75,21.99,46.47,745.0,669.0,233.0,698.61,4047.89,1372.86,1775.03,3285.48,0.0,0.2,115.0,6308.0,0.0,576.4,554.0,0.0,64.11,20/08/2015 00:00,0.0,46.47,0.0,21.99
126.9,77,21.96,44.9675,831.0,412.0,246.0,703.86,4095.0,1517.7,1768.54,3313.09,0.0,0.2,153.0,6340.0,0.0,584.0,545.0,0.0,65.07,20/08/2015 01:00,0.0,44.9675,0.0,21.96
128.1,79,21.95,49.765,798.0,447.0,219.0,715.55,4095.38,1752.89,1762.56,3320.79,0.0,0.3,181.0,6462.0,0.0,524.7,543.0,0.0,62.84,20/08/2015 02:00,0.0,49.765,0.0,21.95
136.3,87,32.59,54.8675,694.0,530.0,198.0,736.75,4037.58,1858.75,1752.28,3326.73,0.0,0.5,206.0,7214.0,0.0,554.9,611.0,0.0,107.75,20/08/2015 03:00,0.0,54.8675,0.0,32.59
221.3,240,43.75,96.1075,1190.0,1155.0,246.0,921.27,4324.33,2032.18,1824.51,3517.01,0.0,111.4,234.0,8507.0,0.0,660.8,843.0,0.0,126.03,20/08/2015 04:00,0.0,96.1075,0.0,43.75
563.8,465,33.05,110.605,1339.0,1427.0,675.0,1003.9,4716.75,2155.14,1977.46,3870.7,0.0,89.9,341.0,9918.0,0.0,1433.0,1051.0,0.0,472.83,20/08/2015 05:00,0.0,110.605,0.0,33.05
617.0,506,79.4,115.3775,2006.0,1547.0,791.0,1108.89,4792.61,2177.33,1959.14,3994.57,0.0,95.4,426.0,10253.0,0.1,1775.9,1426.0,87.0,601.42,20/08/2015 06:00,0.0,115.3775,0.0,79.4
611.2,490,27.84,118.6775,2514.0,1610.0,614.0,1118.27,4863.24,2248.63,1920.31,4005.06,0.0,279.3,275.0,10260.0,25.24,1963.7,1490.0,115.0,665.32,20/08/2015 07:00,0.0,118.6775,0.0,27.84
625.5,452,26.68,81.075,2540.0,1527.0,753.0,1127.37,4934.63,2254.19,1960.51,4020.42,0.0,279.8,229.0,10275.0,1.29,2052.0,1462.0,112.0,643.94,20/08/2015 08:00,0.0,81.075,0.0,26.68
626.4,408,26.57,70.08,2697.0,1415.0,710.0,1033.2,4850.19,2234.29,1972.1,3980.63,0.0,366.6,263.0,10255.0,12.805,1609.1,1349.0,131.0,667.97,20/08/2015 09:00,0.0,70.08,0.0,26.57
537.0,401,26.54,122.555,3094.0,1260.0,771.0,1041.56,4899.62,2250.46,1951.43,3979.98,33.86,356.1,320.0,10222.0,8.03,1218.6,1050.0,138.0,699.52,20/08/2015 10:00,33.86,122.555,6.772,26.54
364.7,404,26.7,154.2075,3568.0,1189.0,615.0,1086.4,4882.73,2306.3,1972.55,3978.17,38.7,401.2,432.0,10082.0,6.14,1039.9,1080.0,135.0,690.46,20/08/2015 11:00,38.7,154.2075,7.74,26.7
252.4,495,26.64,142.945,3237.0,1371.0,514.0,1072.47,4844.82,2217.21,1936.89,3945.37,4.84,266.7,639.0,9971.0,0.0,1046.1,1156.0,127.0,726.68,20/08/2015 12:00,4.84,142.945,0.968,26.64
246.0,496,28.42,112.28,2562.0,1221.0,527.0,1023.62,4879.27,2174.19,1932.47,3969.45,0.0,177.2,619.0,9929.0,0.0,1082.6,1198.0,114.0,583.83,20/08/2015 13:00,0.0,112.28,0.0,28.42
205.3,557,33.43,93.4825,2388.0,982.0,620.0,1014.37,4867.42,2119.04,1915.49,3997.88,0.0,212.5,602.0,9860.0,1.6,975.3,1287.0,112.0,685.34,20/08/2015 14:00,0.0,93.4825,0.0,33.43
379.1,618,33.67,73.165,2332.0,1050.0,822.0,1161.31,5132.68,2160.62,1965.68,4232.17,0.0,200.4,611.0,9880.0,10.0,1354.0,1443.0,112.0,643.63,20/08/2015 15:00,0.0,73.165,0.0,33.67
581.4,694,26.78,37.175,2250.0,1541.0,925.0,1218.79,5133.87,2072.25,1943.13,4124.4,0.0,318.9,711.0,9812.0,9.95,1457.4,1670.0,112.0,643.58,20/08/2015 16:00,0.0,37.175,0.0,26.78
542.0,638,346.59,10.93,2507.0,1582.0,1444.0,1229.23,4893.45,2057.97,1917.47,4158.78,0.0,311.6,575.0,9771.0,0.96,1472.5,1962.0,189.0,699.55,20/08/2015 17:00,0.0,10.93,0.0,346.59
540.7,516,354.79,9.905,3136.0,1583.0,1292.0,1134.95,4827.94,2076.62,1910.35,4132.49,0.0,457.8,498.0,9439.0,34.89,1471.2,2034.0,191.0,741.39,20/08/2015 18:00,0.0,9.905,0.0,354.79
532.0,514,225.19,18.845,4187.0,1511.0,1089.0,1089.21,4889.37,2099.42,1912.51,4074.43,0.0,760.7,431.0,9202.0,0.56,1375.2,1901.0,189.0,670.44,20/08/2015 19:00,0.0,18.845,0.0,225.19
202.6,308,26.78,21.195,3162.0,1767.0,957.0,1064.45,4818.7,2005.62,1867.16,4028.68,0.0,703.5,264.0,8593.0,7.27,975.9,1385.0,181.0,501.38,20/08/2015 20:00,0.0,21.195,0.0,26.78
116.7,124,22.39,35.105,2499.0,1614.0,810.0,980.07,4568.15,1813.43,1816.82,3820.53,0.0,135.4,190.0,7517.0,4.77,719.2,1012.0,12.0,340.12,20/08/2015 21:00,0.0,35.105,0.0,22.39
139.7,98,20.68,42.815,1996.0,771.0,604.0,854.55,4415.12,1293.04,1741.76,3888.83,0.0,2.1,315.0,6072.0,2.71,695.2,788.0,0.0,102.78,20/08/2015 22:00,0.0,42.815,0.0,20.68
220.7,89,20.66,34.4975,792.0,621.0,256.0,810.22,4301.62,1060.87,1719.26,3896.12,0.0,0.3,241.0,5855.0,0.0,546.0,671.0,0.0,110.61,20/08/2015 23:00,0.0,34.4975,0.0,20.66
212.6,88,20.61,21.4325,499.0,555.0,222.0,806.17,4200.7,962.76,1700.52,3845.74,0.0,0.2,201.0,5825.0,0.0,517.4,564.0,0.0,99.855,21/08/2015 00:00,0.0,21.4325,0.0,20.61
212.3,90,20.45,21.6375,444.0,464.0,233.0,737.44,4103.61,1007.26,1943.25,3784.89,0.0,0.3,200.0,5877.0,0.0,519.9,553.0,0.0,92.925,21/08/2015 01:00,0.0,21.6375,0.0,20.45
214.9,90,20.37,20.0575,403.0,393.0,228.0,802.74,4163.51,1048.91,1983.93,3823.17,0.0,0.3,196.0,5973.0,0.0,509.3,556.5,0.0,95.475,21/08/2015 02:00,0.0,20.0575,0.0,20.37
356.8,99,30.72,18.47,517.0,481.0,236.0,795.52,4264.84,1280.56,2014.1,3777.72,0.0,0.2,234.0,6612.0,0.0,575.0,596.0,0.0,105.61,21/08/2015 03:00,0.0,18.47,0.0,30.72
294.0,207,41.77,34.1525,838.0,567.0,292.0,864.01,4555.1,1670.16,2198.79,3978.46,0.0,2.7,443.0,8050.0,0.0,885.4,753.0,0.0,118.545,21/08/2015 04:00,0.0,34.1525,0.0,41.77
207.5,279,31.43,40.7225,1844.0,688.0,633.0,1002.08,4911.95,2016.84,2374.65,4225.15,0.0,57.3,645.0,9900.0,0.16,1352.8,936.5,109.5,423.115,21/08/2015 05:00,0.0,40.7225,0.0,31.43
233.5,350,213.35,44.1125,2821.0,986.0,640.0,1005.19,4795.08,2073.77,2370.7,4230.25,0.0,92.1,606.0,10040.0,33.92,1583.6,1226.5,115.5,553.435,21/08/2015 06:00,0.0,44.1125,0.0,213.35
246.8,292,205.62,23.1125,3619.0,1112.0,598.0,991.29,4772.77,2098.31,2373.55,4249.35,0.0,377.9,376.0,10122.0,42.53,1858.9,1257.5,138.0,636.265,21/08/2015 07:00,0.0,23.1125,0.0,205.62
190.6,285,29.84,20.4375,3962.0,1047.0,577.0,976.31,4901.62,2135.73,2381.98,4215.04,0.0,470.0,361.0,10103.0,0.54,1408.6,1361.5,161.5,685.785,21/08/2015 08:00,0.0,20.4375,0.0,29.84
250.0,286,25.02,18.515,3819.0,1160.0,461.0,973.75,4727.59,2110.03,2366.52,4181.63,0.0,420.7,410.0,10078.0,0.0,1207.5,1277.5,172.5,694.83,21/08/2015 09:00,0.0,18.515,0.0,25.02
148.2,272,25.03,42.4875,3919.0,1267.0,465.0,963.96,4667.02,2085.71,2374.87,4159.88,33.86,405.1,486.0,10092.0,15.2,903.7,1131.5,179.0,712.235,21/08/2015 10:00,33.86,42.4875,6.772,25.03
146.2,255,25.12,38.305,3975.0,916.0,372.0,942.3,4640.51,2081.66,2351.39,4161.4,38.7,451.5,484.0,9948.0,0.0,726.8,1123.0,180.5,710.37,21/08/2015 11:00,38.7,38.305,7.74,25.12
144.2,249,25.1,31.89,3272.0,880.0,335.0,995.13,4559.68,2024.18,2407.82,4201.18,4.84,174.3,567.0,9771.0,0.0,701.4,1109.5,159.5,554.705,21/08/2015 12:00,4.84,31.89,0.968,25.1
124.6,241,24.91,32.1175,2158.0,906.0,337.0,915.6,4410.61,2028.84,2403.78,4426.37,0.0,176.1,554.0,9639.0,0.0,694.9,1209.5,140.5,697.54,21/08/2015 13:00,0.0,32.1175,0.0,24.91
119.7,241,31.64,30.3175,1905.0,920.0,417.0,906.14,4359.16,1958.06,2362.11,4414.35,0.0,146.4,553.0,9483.0,0.0,725.8,1271.0,150.0,621.495,21/08/2015 14:00,0.0,30.3175,0.0,31.64
103.4,315,31.78,32.2525,1728.0,993.0,604.0,799.11,4445.61,1906.72,2798.46,4233.36,0.0,144.7,713.0,9420.0,8.34,922.3,1442.0,154.0,580.095,21/08/2015 15:00,0.0,32.2525,0.0,31.78
330.0,495,311.78,59.98,1791.0,1051.0,731.0,853.55,4633.73,1870.65,2777.36,4362.97,0.0,131.9,871.0,9359.0,5.42,1239.6,1732.5,164.0,613.47,21/08/2015 16:00,0.0,59.98,0.0,311.78
521.7,570,441.73,49.175,2025.0,1168.0,1357.0,985.93,4720.98,1907.59,2554.04,4431.05,0.0,61.1,1109.0,9113.0,0.0,1292.2,1909.5,192.0,626.205,21/08/2015 17:00,0.0,49.175,0.0,441.73
529.0,589,394.97,61.4225,2386.0,1315.0,1370.0,980.32,4628.93,1760.04,2531.11,4428.6,0.0,111.1,934.0,8855.0,0.0,1314.3,2015.0,190.5,772.47,21/08/2015 18:00,0.0,61.4225,0.0,394.97
426.5,538,54.56,54.1275,2130.0,1399.0,1095.0,982.02,4645.52,1681.78,2523.27,4460.51,0.0,435.1,625.0,8683.0,0.15,1398.5,1804.5,172.0,637.11,21/08/2015 19:00,0.0,54.1275,0.0,54.56
365.1,296,21.24,89.3725,2087.0,1795.0,1005.0,877.6,4415.65,1267.05,2416.89,4255.21,0.0,177.3,510.0,7955.0,38.65,1166.4,1351.5,157.5,484.165,21/08/2015 20:00,0.0,89.3725,0.0,21.24
142.8,177,20.66,61.6925,1284.0,1542.0,646.0,691.44,4243.16,803.99,2360.37,4170.68,0.0,1.8,443.0,7003.0,5.14,757.7,1047.0,66.0,232.605,21/08/2015 21:00,0.0,61.6925,0.0,20.66
135.2,104,18.18,43.195,1273.0,690.0,347.0,608.83,3973.35,802.75,2125.6,4229.45,0.0,20.7,263.0,6006.0,5.89,767.3,850.0,31.5,151.585,21/08/2015 22:00,0.0,43.195,0.0,18.18
129.2,89,17.14,61.335,1254.0,422.0,328.0,608.45,3870.16,810.1,2077.94,4218.71,0.0,0.4,253.0,5539.0,0.65,661.3,708.0,0.0,120.53,21/08/2015 23:00,0.0,61.335,0.0,17.14
104.5,89,16.6,60.3425,711.0,637.0,317.0,722.43,3825.42,806.78,2052.32,4279.66,0.0,0.4,269.0,5471.0,0.0,635.9,547.0,0.0,89.82,22/08/2015 00:00,0.0,60.3425,0.0,16.6
94.7,89,20.48,82.1825,590.0,276.0,306.0,739.84,3829.69,798.88,2035.96,4272.05,0.0,0.3,330.0,5473.0,0.0,594.4,504.0,0.0,78.03,22/08/2015 01:00,0.0,82.1825,0.0,20.48
95.1,94,16.56,56.12,495.0,185.0,329.0,738.38,3852.75,789.34,2017.69,4294.27,0.0,0.3,319.0,5525.0,0.0,490.1,521.0,0.0,70.91,22/08/2015 02:00,0.0,56.12,0.0,16.56
176.4,108,27.76,48.3725,467.0,190.0,319.0,727.4,3802.35,780.93,2033.64,4261.21,0.0,0.3,241.0,5708.0,0.0,511.7,633.0,0.0,69.83,22/08/2015 03:00,0.0,48.3725,0.0,27.76
238.1,117,40.02,40.78,485.0,322.0,290.0,726.59,3740.56,819.22,2076.45,4240.99,0.0,0.4,275.0,6049.0,0.0,573.5,658.0,0.0,110.93,22/08/2015 04:00,0.0,40.78,0.0,40.02
507.3,242,29.1,56.2625,762.0,247.0,314.0,729.63,3866.9,1143.45,2224.72,4270.04,0.0,17.1,283.0,6967.0,0.16,886.1,792.0,0.0,359.46,22/08/2015 05:00,0.0,56.2625,0.0,29.1
446.8,285,33.17,58.9725,1056.0,250.0,422.0,886.45,3785.73,1814.18,2418.16,4355.63,0.0,30.0,302.0,7828.0,34.26,756.3,954.0,68.0,465.76,22/08/2015 06:00,0.0,58.9725,0.0,33.17
264.9,292,23.14,75.025,1837.0,294.0,328.0,893.86,3915.84,2202.41,2483.16,4431.64,0.0,42.9,329.0,8522.0,0.53,648.7,967.0,112.0,525.22,22/08/2015 07:00,0.0,75.025,0.0,23.14
175.2,299,23.76,39.5825,2153.0,385.0,354.0,877.53,4075.95,2283.66,2425.85,4472.65,0.0,101.4,350.0,8616.0,18.23,549.7,933.0,163.0,580.38,22/08/2015 08:00,0.0,39.5825,0.0,23.76
168.6,290,23.61,15.4275,2116.0,556.0,354.0,851.81,3967.93,1946.53,2407.38,4345.1,33.86,39.0,268.0,8377.0,9.575,634.0,728.0,129.0,609.51,22/08/2015 09:00,33.86,15.4275,6.772,23.61
160.4,288,23.53,18.3975,1840.0,807.0,291.0,760.53,3832.83,1449.86,2350.01,4259.38,38.7,38.9,278.0,8029.0,1.99,739.6,674.0,121.0,550.56,22/08/2015 10:00,38.7,18.3975,7.74,23.53
162.2,285,23.66,20.7825,1577.0,443.0,310.0,694.07,3811.84,1071.58,2231.21,4269.99,4.84,15.0,268.0,7574.0,0.0,510.4,619.0,163.0,572.8,22/08/2015 11:00,4.84,20.7825,0.968,23.66
199.7,272,27.35,25.6125,673.0,265.0,290.0,690.4,3759.62,1049.88,2118.52,4267.85,0.0,18.6,243.0,7421.0,0.15,508.8,564.0,160.0,594.72,22/08/2015 12:00,0.0,25.6125,0.0,27.35
182.9,263,23.37,22.775,491.0,352.0,303.0,733.0,3782.45,1094.57,2274.28,4305.11,0.0,0.4,219.0,7469.0,35.24,504.8,702.0,164.0,579.89,22/08/2015 13:00,0.0,22.775,0.0,23.37
169.9,349,37.37,30.05,498.0,250.0,530.0,819.75,3861.74,1219.62,2353.51,4337.48,0.0,0.3,177.0,7617.0,34.96,498.6,803.0,133.0,568.92,22/08/2015 14:00,0.0,30.05,0.0,37.37
140.0,439,39.62,42.62,770.0,385.0,580.0,821.23,4034.22,1923.48,2405.35,4355.28,0.0,0.4,263.0,7997.0,34.34,654.8,1098.0,113.0,542.12,22/08/2015 15:00,0.0,42.62,0.0,39.62
355.8,559,94.07,33.8875,708.0,874.0,1052.0,772.85,4322.67,1751.02,2391.39,4384.27,0.0,0.5,279.0,8087.0,9.865,1766.8,1429.0,59.0,557.4,22/08/2015 16:00,0.0,33.8875,0.0,94.07
321.8,519,168.3,62.1475,850.0,880.0,1292.0,785.91,4337.83,1696.4,2381.79,4384.75,0.0,21.3,314.0,7983.0,0.0,1890.2,1761.0,80.0,610.07,22/08/2015 17:00,0.0,62.1475,0.0,168.3
321.4,552,259.78,40.76,1256.0,828.0,1218.0,750.7,4229.96,1632.75,2383.39,4349.92,0.0,81.3,362.0,7964.0,0.0,1894.2,1734.0,91.0,753.58,22/08/2015 18:00,0.0,40.76,0.0,259.78
301.8,506,194.22,34.3225,1683.0,938.0,1093.0,772.96,4250.56,1526.79,2401.1,4416.3,0.0,122.5,181.0,7792.0,0.0,1430.2,1709.0,101.0,654.18,22/08/2015 19:00,0.0,34.3225,0.0,194.22
